                         By the Name of Allah
                  Islamic Crescents' Observation Project
                   Accurate Times 5.3, By Mohammad Odeh

* Settings:-
- Prayer times from:  01/08/2019 CE   To:  31/08/2020 CE
- NIGERIA Ibadan Apata, Long: 07:23:11.6, Lat: 03:50:13.2, Ele:171.0, Zone:1.00
- No Summer Time.
- Height above mean sea-level affects rise  and  set events.
- Subtract Fajer: 0 Min, Add Dhohur: 0 Min, Add Asr: 0 Min, Add Maghreb: 0 Min
- Fajer Angle: 18.5 ,  Isha Angle: 19 
- Refraction Settings: Temperature: 10 °C   Pressure: 1010 mb
- Mazhab:  Standard
- City Settings: 0 Km.
- Delta T: 71.7 Second(s)
=======================================================================

  Date         Fajer    Shuroq     Dhohur    Aser     Maghreb    Isha
15/09/2019     05:11     06:20     12:26     15:28     18:32     19:43
16/09/2019     05:10     06:20     12:25     15:28     18:31     19:42
17/09/2019     05:10     06:19     12:25     15:28     18:31     19:42
18/09/2019     05:10     06:19     12:25     15:29     18:30     19:41
19/09/2019     05:10     06:19     12:24     15:29     18:30     19:41

20/09/2019     05:10     06:19     12:24     15:29     18:29     19:40
21/09/2019     05:09     06:18     12:24     15:29     18:29     19:40
22/09/2019     05:09     06:18     12:23     15:30     18:28     19:39
23/09/2019     05:09     06:18     12:23     15:30     18:28     19:39
24/09/2019     05:09     06:18     12:23     15:30     18:28     19:38

25/09/2019     05:08     06:17     12:22     15:30     18:27     19:38
26/09/2019     05:08     06:17     12:22     15:31     18:27     19:38
27/09/2019     05:08     06:17     12:22     15:31     18:26     19:37
28/09/2019     05:08     06:17     12:21     15:31     18:26     19:37
29/09/2019     05:07     06:16     12:21     15:31     18:25     19:36

30/09/2019     05:07     06:16     12:21     15:31     18:25     19:36
01/10/2019     05:07     06:16     12:20     15:32     18:24     19:35
02/10/2019     05:07     06:16     12:20     15:32     18:24     19:35
03/10/2019     05:06     06:15     12:20     15:32     18:24     19:35
04/10/2019     05:06     06:15     12:19     15:32     18:23     19:34

05/10/2019     05:06     06:15     12:19     15:32     18:23     19:34
06/10/2019     05:06     06:15     12:19     15:32     18:22     19:34
07/10/2019     05:05     06:15     12:18     15:32     18:22     19:33
08/10/2019     05:05     06:14     12:18     15:32     18:22     19:33
09/10/2019     05:05     06:14     12:18     15:33     18:21     19:33

10/10/2019     05:05     06:14     12:18     15:33     18:21     19:32
11/10/2019     05:05     06:14     12:17     15:33     18:21     19:32
12/10/2019     05:04     06:14     12:17     15:33     18:20     19:32
13/10/2019     05:04     06:14     12:17     15:33     18:20     19:31
14/10/2019     05:04     06:13     12:17     15:33     18:19     19:31

15/10/2019     05:04     06:13     12:16     15:33     18:19     19:31
16/10/2019     05:04     06:13     12:16     15:33     18:19     19:31
17/10/2019     05:03     06:13     12:16     15:33     18:19     19:30
18/10/2019     05:03     06:13     12:16     15:34     18:18     19:30
19/10/2019     05:03     06:13     12:15     15:34     18:18     19:30

20/10/2019     05:03     06:13     12:15     15:34     18:18     19:30
21/10/2019     05:03     06:13     12:15     15:34     18:17     19:30
22/10/2019     05:03     06:13     12:15     15:34     18:17     19:29
23/10/2019     05:02     06:13     12:15     15:34     18:17     19:29
24/10/2019     05:02     06:13     12:15     15:34     18:17     19:29

25/10/2019     05:02     06:13     12:15     15:34     18:17     19:29
26/10/2019     05:02     06:12     12:14     15:34     18:16     19:29
27/10/2019     05:02     06:12     12:14     15:34     18:16     19:29
28/10/2019     05:02     06:12     12:14     15:35     18:16     19:29
29/10/2019     05:02     06:12     12:14     15:35     18:16     19:29

30/10/2019     05:02     06:13     12:14     15:35     18:16     19:29
31/10/2019     05:02     06:13     12:14     15:35     18:16     19:29
01/11/2019     05:02     06:13     12:14     15:35     18:15     19:29
02/11/2019     05:01     06:13     12:14     15:35     18:15     19:29
03/11/2019     05:01     06:13     12:14     15:35     18:15     19:29

04/11/2019     05:01     06:13     12:14     15:36     18:15     19:29
05/11/2019     05:01     06:13     12:14     15:36     18:15     19:29
06/11/2019     05:01     06:13     12:14     15:36     18:15     19:29
07/11/2019     05:01     06:13     12:14     15:36     18:15     19:29
08/11/2019     05:01     06:13     12:14     15:36     18:15     19:29

09/11/2019     05:02     06:13     12:14     15:36     18:15     19:29
10/11/2019     05:02     06:14     12:14     15:37     18:15     19:29
11/11/2019     05:02     06:14     12:14     15:37     18:15     19:29
12/11/2019     05:02     06:14     12:15     15:37     18:15     19:30
13/11/2019     05:02     06:14     12:15     15:37     18:15     19:30

14/11/2019     05:02     06:14     12:15     15:38     18:15     19:30
15/11/2019     05:02     06:15     12:15     15:38     18:15     19:30
16/11/2019     05:02     06:15     12:15     15:38     18:15     19:30
17/11/2019     05:02     06:15     12:15     15:38     18:16     19:31
18/11/2019     05:02     06:15     12:16     15:39     18:16     19:31

19/11/2019     05:03     06:16     12:16     15:39     18:16     19:31
20/11/2019     05:03     06:16     12:16     15:39     18:16     19:31
21/11/2019     05:03     06:16     12:16     15:39     18:16     19:32
22/11/2019     05:03     06:16     12:16     15:40     18:16     19:32
23/11/2019     05:03     06:17     12:17     15:40     18:17     19:32

24/11/2019     05:04     06:17     12:17     15:40     18:17     19:33
25/11/2019     05:04     06:17     12:17     15:41     18:17     19:33
26/11/2019     05:04     06:18     12:18     15:41     18:17     19:33
27/11/2019     05:04     06:18     12:18     15:41     18:18     19:34
28/11/2019     05:05     06:19     12:18     15:42     18:18     19:34

29/11/2019     05:05     06:19     12:19     15:42     18:18     19:34
30/11/2019     05:05     06:19     12:19     15:43     18:19     19:35
01/12/2019     05:06     06:20     12:19     15:43     18:19     19:35
02/12/2019     05:06     06:20     12:20     15:43     18:19     19:36
03/12/2019     05:06     06:21     12:20     15:44     18:20     19:36

04/12/2019     05:07     06:21     12:21     15:44     18:20     19:37
05/12/2019     05:07     06:21     12:21     15:45     18:20     19:37
06/12/2019     05:07     06:22     12:21     15:45     18:21     19:37
07/12/2019     05:08     06:22     12:22     15:45     18:21     19:38
08/12/2019     05:08     06:23     12:22     15:46     18:22     19:38

09/12/2019     05:09     06:23     12:23     15:46     18:22     19:39
10/12/2019     05:09     06:24     12:23     15:47     18:22     19:39
11/12/2019     05:09     06:24     12:24     15:47     18:23     19:40
12/12/2019     05:10     06:25     12:24     15:48     18:23     19:40
13/12/2019     05:10     06:25     12:24     15:48     18:24     19:41

14/12/2019     05:11     06:26     12:25     15:49     18:24     19:41
15/12/2019     05:11     06:26     12:25     15:49     18:25     19:42
16/12/2019     05:12     06:27     12:26     15:50     18:25     19:42
17/12/2019     05:12     06:27     12:26     15:50     18:26     19:43
18/12/2019     05:13     06:28     12:27     15:51     18:26     19:43

19/12/2019     05:13     06:28     12:27     15:51     18:27     19:44
20/12/2019     05:14     06:29     12:28     15:52     18:27     19:44
21/12/2019     05:14     06:29     12:28     15:52     18:27     19:45
22/12/2019     05:15     06:30     12:29     15:53     18:28     19:45
23/12/2019     05:15     06:30     12:29     15:53     18:28     19:46

24/12/2019     05:16     06:31     12:30     15:54     18:29     19:46
25/12/2019     05:16     06:31     12:30     15:54     18:30     19:47
26/12/2019     05:17     06:32     12:31     15:55     18:30     19:47
27/12/2019     05:17     06:32     12:31     15:55     18:31     19:48
28/12/2019     05:18     06:33     12:32     15:56     18:31     19:48

29/12/2019     05:18     06:33     12:32     15:56     18:32     19:49
30/12/2019     05:19     06:34     12:33     15:57     18:32     19:49
31/12/2019     05:19     06:34     12:33     15:57     18:33     19:50
01/01/2020     05:20     06:35     12:34     15:58     18:33     19:50
02/01/2020     05:20     06:35     12:34     15:58     18:34     19:50

03/01/2020     05:21     06:35     12:35     15:58     18:34     19:51
04/01/2020     05:21     06:36     12:35     15:59     18:34     19:51
05/01/2020     05:22     06:36     12:36     15:59     18:35     19:52
06/01/2020     05:22     06:37     12:36     16:00     18:35     19:52
07/01/2020     05:23     06:37     12:36     16:00     18:36     19:53

08/01/2020     05:23     06:37     12:37     16:01     18:36     19:53
09/01/2020     05:24     06:38     12:37     16:01     18:37     19:53
10/01/2020     05:24     06:38     12:38     16:01     18:37     19:54
11/01/2020     05:24     06:39     12:38     16:02     18:38     19:54
12/01/2020     05:25     06:39     12:39     16:02     18:38     19:54

13/01/2020     05:25     06:39     12:39     16:03     18:39     19:55
14/01/2020     05:26     06:40     12:39     16:03     18:39     19:55
15/01/2020     05:26     06:40     12:40     16:03     18:39     19:55
16/01/2020     05:26     06:40     12:40     16:04     18:40     19:56
17/01/2020     05:27     06:41     12:40     16:04     18:40     19:56

18/01/2020     05:27     06:41     12:41     16:04     18:41     19:56
19/01/2020     05:28     06:41     12:41     16:04     18:41     19:57
20/01/2020     05:28     06:41     12:41     16:05     18:41     19:57
21/01/2020     05:28     06:42     12:42     16:05     18:42     19:57
22/01/2020     05:29     06:42     12:42     16:05     18:42     19:57

23/01/2020     05:29     06:42     12:42     16:05     18:42     19:57
24/01/2020     05:29     06:42     12:42     16:06     18:43     19:58
25/01/2020     05:30     06:42     12:43     16:06     18:43     19:58
26/01/2020     05:30     06:43     12:43     16:06     18:43     19:58
27/01/2020     05:30     06:43     12:43     16:06     18:44     19:58

28/01/2020     05:30     06:43     12:43     16:06     18:44     19:58
29/01/2020     05:31     06:43     12:43     16:06     18:44     19:58
30/01/2020     05:31     06:43     12:44     16:06     18:44     19:59
31/01/2020     05:31     06:43     12:44     16:06     18:44     19:59
01/02/2020     05:31     06:43     12:44     16:06     18:45     19:59

02/02/2020     05:31     06:43     12:44     16:06     18:45     19:59
03/02/2020     05:31     06:43     12:44     16:06     18:45     19:59
04/02/2020     05:32     06:43     12:44     16:06     18:45     19:59
05/02/2020     05:32     06:43     12:44     16:06     18:45     19:59
06/02/2020     05:32     06:43     12:44     16:06     18:46     19:59

07/02/2020     05:32     06:43     12:45     16:06     18:46     19:59
08/02/2020     05:32     06:43     12:45     16:06     18:46     19:59
09/02/2020     05:32     06:43     12:45     16:06     18:46     19:59
10/02/2020     05:32     06:43     12:45     16:06     18:46     19:59
11/02/2020     05:32     06:43     12:45     16:06     18:46     19:59

12/02/2020     05:32     06:43     12:45     16:06     18:46     19:59
13/02/2020     05:32     06:43     12:45     16:05     18:46     19:59
14/02/2020     05:32     06:43     12:45     16:05     18:46     19:59
15/02/2020     05:32     06:43     12:45     16:05     18:46     19:59
16/02/2020     05:32     06:43     12:45     16:05     18:46     19:59

17/02/2020     05:32     06:42     12:44     16:04     18:47     19:59
18/02/2020     05:32     06:42     12:44     16:04     18:47     19:59
19/02/2020     05:32     06:42     12:44     16:04     18:47     19:59
20/02/2020     05:32     06:42     12:44     16:03     18:47     19:59
21/02/2020     05:32     06:42     12:44     16:03     18:47     19:59

22/02/2020     05:32     06:42     12:44     16:03     18:46     19:58
23/02/2020     05:31     06:41     12:44     16:02     18:46     19:58
24/02/2020     05:31     06:41     12:44     16:02     18:46     19:58
25/02/2020     05:31     06:41     12:44     16:01     18:46     19:58
26/02/2020     05:31     06:41     12:43     16:01     18:46     19:58

27/02/2020     05:31     06:40     12:43     16:00     18:46     19:58
28/02/2020     05:31     06:40     12:43     16:00     18:46     19:58
29/02/2020     05:30     06:40     12:43     15:59     18:46     19:58
01/03/2020     05:30     06:40     12:43     15:59     18:46     19:57
02/03/2020     05:30     06:39     12:42     15:58     18:46     19:57

03/03/2020     05:30     06:39     12:42     15:58     18:46     19:57
04/03/2020     05:29     06:39     12:42     15:57     18:46     19:57
05/03/2020     05:29     06:38     12:42     15:56     18:45     19:57
06/03/2020     05:29     06:38     12:42     15:56     18:45     19:57
07/03/2020     05:28     06:38     12:41     15:55     18:45     19:56

08/03/2020     05:28     06:37     12:41     15:54     18:45     19:56
09/03/2020     05:28     06:37     12:41     15:54     18:45     19:56
10/03/2020     05:27     06:37     12:41     15:53     18:45     19:56
11/03/2020     05:27     06:36     12:40     15:52     18:45     19:56
12/03/2020     05:27     06:36     12:40     15:51     18:44     19:55

13/03/2020     05:26     06:35     12:40     15:51     18:44     19:55
14/03/2020     05:26     06:35     12:40     15:50     18:44     19:55
15/03/2020     05:26     06:35     12:39     15:49     18:44     19:55
16/03/2020     05:25     06:34     12:39     15:48     18:44     19:55
17/03/2020     05:25     06:34     12:39     15:47     18:44     19:55

18/03/2020     05:25     06:33     12:38     15:46     18:43     19:54
19/03/2020     05:24     06:33     12:38     15:46     18:43     19:54
20/03/2020     05:24     06:33     12:38     15:45     18:43     19:54
21/03/2020     05:23     06:32     12:37     15:44     18:43     19:54
22/03/2020     05:23     06:32     12:37     15:43     18:43     19:54

23/03/2020     05:22     06:31     12:37     15:42     18:42     19:53
24/03/2020     05:22     06:31     12:37     15:41     18:42     19:53
25/03/2020     05:22     06:31     12:36     15:40     18:42     19:53
26/03/2020     05:21     06:30     12:36     15:39     18:42     19:53
27/03/2020     05:21     06:30     12:36     15:38     18:42     19:53

28/03/2020     05:20     06:29     12:35     15:37     18:41     19:53
29/03/2020     05:20     06:29     12:35     15:36     18:41     19:52
30/03/2020     05:19     06:29     12:35     15:36     18:41     19:52
31/03/2020     05:19     06:28     12:34     15:36     18:41     19:52
01/04/2020     05:19     06:28     12:34     15:37     18:41     19:52

02/04/2020     05:18     06:27     12:34     15:37     18:40     19:52
03/04/2020     05:18     06:27     12:34     15:38     18:40     19:52
04/04/2020     05:17     06:27     12:33     15:38     18:40     19:52
05/04/2020     05:17     06:26     12:33     15:38     18:40     19:51
06/04/2020     05:16     06:26     12:33     15:39     18:40     19:51

07/04/2020     05:16     06:25     12:32     15:39     18:40     19:51
08/04/2020     05:15     06:25     12:32     15:40     18:39     19:51
09/04/2020     05:15     06:25     12:32     15:40     18:39     19:51
10/04/2020     05:14     06:24     12:32     15:40     18:39     19:51
11/04/2020     05:14     06:24     12:31     15:41     18:39     19:51

12/04/2020     05:14     06:24     12:31     15:41     18:39     19:51
13/04/2020     05:13     06:23     12:31     15:42     18:39     19:51
14/04/2020     05:13     06:23     12:31     15:42     18:38     19:51
15/04/2020     05:12     06:22     12:30     15:42     18:38     19:51
16/04/2020     05:12     06:22     12:30     15:42     18:38     19:51

17/04/2020     05:11     06:22     12:30     15:43     18:38     19:51
18/04/2020     05:11     06:21     12:30     15:43     18:38     19:51
19/04/2020     05:11     06:21     12:29     15:43     18:38     19:51
20/04/2020     05:10     06:21     12:29     15:44     18:38     19:51
21/04/2020     05:10     06:21     12:29     15:44     18:38     19:51

22/04/2020     05:09     06:20     12:29     15:44     18:38     19:51
23/04/2020     05:09     06:20     12:29     15:45     18:37     19:51
24/04/2020     05:09     06:20     12:29     15:45     18:37     19:51
25/04/2020     05:08     06:19     12:28     15:45     18:37     19:51
26/04/2020     05:08     06:19     12:28     15:45     18:37     19:51

27/04/2020     05:08     06:19     12:28     15:46     18:37     19:51
28/04/2020     05:07     06:19     12:28     15:46     18:37     19:51
29/04/2020     05:07     06:18     12:28     15:46     18:37     19:51
30/04/2020     05:06     06:18     12:28     15:46     18:37     19:51
01/05/2020     05:06     06:18     12:28     15:47     18:37     19:51

02/05/2020     05:06     06:18     12:27     15:47     18:37     19:51
03/05/2020     05:06     06:18     12:27     15:47     18:37     19:51
04/05/2020     05:05     06:17     12:27     15:47     18:37     19:51
05/05/2020     05:05     06:17     12:27     15:48     18:37     19:52
06/05/2020     05:05     06:17     12:27     15:48     18:37     19:52

07/05/2020     05:04     06:17     12:27     15:48     18:37     19:52
08/05/2020     05:04     06:17     12:27     15:48     18:37     19:52
09/05/2020     05:04     06:17     12:27     15:49     18:37     19:52
10/05/2020     05:04     06:16     12:27     15:49     18:37     19:52
11/05/2020     05:03     06:16     12:27     15:49     18:37     19:53

12/05/2020     05:03     06:16     12:27     15:49     18:37     19:53
13/05/2020     05:03     06:16     12:27     15:50     18:37     19:53
14/05/2020     05:03     06:16     12:27     15:50     18:38     19:53
15/05/2020     05:03     06:16     12:27     15:50     18:38     19:53
16/05/2020     05:02     06:16     12:27     15:50     18:38     19:54

17/05/2020     05:02     06:16     12:27     15:51     18:38     19:54
18/05/2020     05:02     06:16     12:27     15:51     18:38     19:54
19/05/2020     05:02     06:16     12:27     15:51     18:38     19:54
20/05/2020     05:02     06:16     12:27     15:51     18:38     19:54
21/05/2020     05:02     06:16     12:27     15:52     18:38     19:55

22/05/2020     05:02     06:16     12:27     15:52     18:38     19:55
23/05/2020     05:02     06:16     12:27     15:52     18:39     19:55
24/05/2020     05:01     06:16     12:27     15:52     18:39     19:56
25/05/2020     05:01     06:16     12:27     15:53     18:39     19:56
26/05/2020     05:01     06:16     12:28     15:53     18:39     19:56

27/05/2020     05:01     06:16     12:28     15:53     18:39     19:56
28/05/2020     05:01     06:16     12:28     15:53     18:40     19:57
29/05/2020     05:01     06:16     12:28     15:54     18:40     19:57
30/05/2020     05:01     06:16     12:28     15:54     18:40     19:57
31/05/2020     05:01     06:16     12:28     15:54     18:40     19:57

01/06/2020     05:01     06:17     12:28     15:54     18:40     19:58
02/06/2020     05:01     06:17     12:29     15:55     18:40     19:58
03/06/2020     05:01     06:17     12:29     15:55     18:41     19:58
04/06/2020     05:01     06:17     12:29     15:55     18:41     19:59
05/06/2020     05:02     06:17     12:29     15:55     18:41     19:59

06/06/2020     05:02     06:17     12:29     15:56     18:41     19:59
07/06/2020     05:02     06:17     12:29     15:56     18:42     19:59
08/06/2020     05:02     06:17     12:30     15:56     18:42     20:00
09/06/2020     05:02     06:18     12:30     15:57     18:42     20:00
10/06/2020     05:02     06:18     12:30     15:57     18:42     20:00

11/06/2020     05:02     06:18     12:30     15:57     18:42     20:00
12/06/2020     05:02     06:18     12:30     15:57     18:43     20:01
13/06/2020     05:02     06:18     12:31     15:58     18:43     20:01
14/06/2020     05:03     06:19     12:31     15:58     18:43     20:01
15/06/2020     05:03     06:19     12:31     15:58     18:43     20:02

16/06/2020     05:03     06:19     12:31     15:58     18:44     20:02
17/06/2020     05:03     06:19     12:31     15:59     18:44     20:02
18/06/2020     05:03     06:19     12:32     15:59     18:44     20:02
19/06/2020     05:04     06:20     12:32     15:59     18:44     20:02
20/06/2020     05:04     06:20     12:32     15:59     18:45     20:03

21/06/2020     05:04     06:20     12:32     15:59     18:45     20:03
22/06/2020     05:04     06:20     12:33     16:00     18:45     20:03
23/06/2020     05:04     06:20     12:33     16:00     18:45     20:03
24/06/2020     05:05     06:21     12:33     16:00     18:45     20:04
25/06/2020     05:05     06:21     12:33     16:00     18:46     20:04

26/06/2020     05:05     06:21     12:33     16:00     18:46     20:04
27/06/2020     05:05     06:21     12:34     16:01     18:46     20:04
28/06/2020     05:06     06:22     12:34     16:01     18:46     20:04
29/06/2020     05:06     06:22     12:34     16:01     18:46     20:04
30/06/2020     05:06     06:22     12:34     16:01     18:46     20:04

01/07/2020     05:06     06:22     12:34     16:01     18:47     20:05
02/07/2020     05:07     06:22     12:35     16:01     18:47     20:05
03/07/2020     05:07     06:23     12:35     16:01     18:47     20:05
04/07/2020     05:07     06:23     12:35     16:02     18:47     20:05
05/07/2020     05:08     06:23     12:35     16:02     18:47     20:05

06/07/2020     05:08     06:23     12:35     16:02     18:47     20:05
07/07/2020     05:08     06:23     12:35     16:02     18:47     20:05
08/07/2020     05:08     06:24     12:36     16:02     18:48     20:05
09/07/2020     05:09     06:24     12:36     16:02     18:48     20:05
10/07/2020     05:09     06:24     12:36     16:02     18:48     20:05

11/07/2020     05:09     06:24     12:36     16:02     18:48     20:05
12/07/2020     05:09     06:24     12:36     16:02     18:48     20:05
13/07/2020     05:10     06:25     12:36     16:02     18:48     20:05
14/07/2020     05:10     06:25     12:36     16:02     18:48     20:05
15/07/2020     05:10     06:25     12:36     16:02     18:48     20:05

16/07/2020     05:10     06:25     12:37     16:02     18:48     20:05
17/07/2020     05:11     06:25     12:37     16:02     18:48     20:05
18/07/2020     05:11     06:25     12:37     16:02     18:48     20:05
19/07/2020     05:11     06:25     12:37     16:02     18:48     20:05
20/07/2020     05:11     06:26     12:37     16:02     18:48     20:05

21/07/2020     05:11     06:26     12:37     16:01     18:48     20:04
22/07/2020     05:12     06:26     12:37     16:01     18:48     20:04
23/07/2020     05:12     06:26     12:37     16:01     18:48     20:04
24/07/2020     05:12     06:26     12:37     16:01     18:48     20:04
25/07/2020     05:12     06:26     12:37     16:01     18:48     20:04

26/07/2020     05:12     06:26     12:37     16:00     18:48     20:04
27/07/2020     05:13     06:26     12:37     16:00     18:48     20:03
28/07/2020     05:13     06:26     12:37     16:00     18:48     20:03
29/07/2020     05:13     06:26     12:37     16:00     18:48     20:03
30/07/2020     05:13     06:26     12:37     15:59     18:47     20:03

31/07/2020     05:13     06:26     12:37     15:59     18:47     20:02
01/08/2020     05:13     06:26     12:37     15:59     18:47     20:02
02/08/2020     05:14     06:26     12:37     15:58     18:47     20:02
03/08/2020     05:14     06:26     12:37     15:58     18:47     20:02
04/08/2020     05:14     06:26     12:37     15:58     18:47     20:01

05/08/2020     05:14     06:26     12:36     15:57     18:46     20:01
06/08/2020     05:14     06:26     12:36     15:57     18:46     20:01
07/08/2020     05:14     06:26     12:36     15:56     18:46     20:00
08/08/2020     05:14     06:26     12:36     15:56     18:46     20:00
09/08/2020     05:14     06:26     12:36     15:55     18:46     20:00

10/08/2020     05:14     06:26     12:36     15:55     18:45     19:59
11/08/2020     05:14     06:26     12:36     15:54     18:45     19:59
12/08/2020     05:14     06:26     12:35     15:54     18:45     19:58
13/08/2020     05:14     06:26     12:35     15:53     18:44     19:58
14/08/2020     05:14     06:26     12:35     15:53     18:44     19:58

15/08/2020     05:14     06:26     12:35     15:52     18:44     19:57
16/08/2020     05:14     06:26     12:35     15:52     18:44     19:57
17/08/2020     05:14     06:26     12:34     15:51     18:43     19:56
18/08/2020     05:14     06:25     12:34     15:50     18:43     19:56
19/08/2020     05:14     06:25     12:34     15:50     18:43     19:56

20/08/2020     05:14     06:25     12:34     15:49     18:42     19:55
21/08/2020     05:14     06:25     12:33     15:48     18:42     19:55
22/08/2020     05:14     06:25     12:33     15:47     18:42     19:54
23/08/2020     05:14     06:25     12:33     15:47     18:41     19:54
24/08/2020     05:14     06:25     12:33     15:46     18:41     19:53

25/08/2020     05:14     06:24     12:32     15:45     18:40     19:53
26/08/2020     05:14     06:24     12:32     15:44     18:40     19:52
27/08/2020     05:14     06:24     12:32     15:43     18:40     19:52
28/08/2020     05:14     06:24     12:32     15:42     18:39     19:51
29/08/2020     05:14     06:24     12:31     15:42     18:39     19:51

30/08/2020     05:13     06:23     12:31     15:41     18:38     19:50
31/08/2020     05:13     06:23     12:31     15:40     18:38     19:50
=======================================================================

* Remarks:-
- Date format: dd/mm/yyyy.
- The Symbol '*' before the date, refers to Summer Time.
- Fajer: Beginning of Astronomical Twilight.
- Shuroq: Sunrise.
- Dhohur: Transit of Sun.
- Maghreb: Sunset.
- Isha: End of Astronomical Twilight.
- ----: There is no event.
- Up: The Sun is always above horizon.
- Down: The Sun is always below horizon.
- Bright: The sky is always bright.
- Dark: The sky is always dark.
