                         By the Name of Allah
                  Islamic Crescents' Observation Project
                   Accurate Times 5.3, By Mohammad Odeh

* Settings:-
- Prayer times from:  01/08/2019 CE   To:  31/08/2020 CE
- NIGERIA Akure, Long: 05:18:00.0, Lat: 07:16:00.0, Ele:0.0, Zone:1.00
- No Summer Time.
- Height above mean sea-level affects rise  and  set events.
- Subtract Fajer: 0 Min, Add Dhohur: 0 Min, Add Asr: 0 Min, Add Maghreb: 0 Min
- Fajer Angle: 18.5 ,  Isha Angle: 19 
- Refraction Settings: Temperature: 10 °C   Pressure: 1010 mb
- Mazhab:  Standard
- City Settings: 0 Km.
- Delta T: 71.7 Second(s)
=======================================================================

  Date         Fajer    Shuroq     Dhohur    Aser     Maghreb    Isha
15/09/2019     05:18     06:29     12:34     15:42     18:39     19:52
16/09/2019     05:18     06:29     12:34     15:43     18:38     19:52
17/09/2019     05:18     06:29     12:33     15:43     18:38     19:51
18/09/2019     05:17     06:29     12:33     15:43     18:37     19:51
19/09/2019     05:17     06:29     12:33     15:43     18:37     19:50

20/09/2019     05:17     06:28     12:32     15:43     18:36     19:49
21/09/2019     05:17     06:28     12:32     15:43     18:36     19:49
22/09/2019     05:17     06:28     12:32     15:43     18:35     19:48
23/09/2019     05:17     06:28     12:31     15:43     18:34     19:48
24/09/2019     05:17     06:28     12:31     15:43     18:34     19:47

25/09/2019     05:16     06:28     12:31     15:44     18:33     19:47
26/09/2019     05:16     06:28     12:30     15:44     18:33     19:46
27/09/2019     05:16     06:27     12:30     15:44     18:32     19:46
28/09/2019     05:16     06:27     12:30     15:44     18:32     19:45
29/09/2019     05:16     06:27     12:29     15:44     18:31     19:44

30/09/2019     05:16     06:27     12:29     15:44     18:31     19:44
01/10/2019     05:16     06:27     12:29     15:44     18:30     19:43
02/10/2019     05:15     06:27     12:28     15:44     18:30     19:43
03/10/2019     05:15     06:27     12:28     15:44     18:29     19:42
04/10/2019     05:15     06:26     12:28     15:44     18:29     19:42

05/10/2019     05:15     06:26     12:27     15:44     18:28     19:42
06/10/2019     05:15     06:26     12:27     15:44     18:28     19:41
07/10/2019     05:15     06:26     12:27     15:44     18:27     19:41
08/10/2019     05:15     06:26     12:26     15:44     18:27     19:40
09/10/2019     05:14     06:26     12:26     15:44     18:26     19:40

10/10/2019     05:14     06:26     12:26     15:44     18:26     19:39
11/10/2019     05:14     06:26     12:26     15:44     18:25     19:39
12/10/2019     05:14     06:26     12:25     15:44     18:25     19:39
13/10/2019     05:14     06:26     12:25     15:44     18:24     19:38
14/10/2019     05:14     06:26     12:25     15:44     18:24     19:38

15/10/2019     05:14     06:26     12:25     15:44     18:24     19:37
16/10/2019     05:14     06:26     12:24     15:44     18:23     19:37
17/10/2019     05:14     06:26     12:24     15:44     18:23     19:37
18/10/2019     05:13     06:26     12:24     15:44     18:22     19:36
19/10/2019     05:13     06:26     12:24     15:44     18:22     19:36

20/10/2019     05:13     06:26     12:24     15:44     18:22     19:36
21/10/2019     05:13     06:26     12:23     15:44     18:21     19:36
22/10/2019     05:13     06:26     12:23     15:44     18:21     19:35
23/10/2019     05:13     06:26     12:23     15:44     18:21     19:35
24/10/2019     05:13     06:26     12:23     15:44     18:20     19:35

25/10/2019     05:13     06:26     12:23     15:44     18:20     19:35
26/10/2019     05:13     06:26     12:23     15:44     18:20     19:34
27/10/2019     05:13     06:26     12:23     15:44     18:19     19:34
28/10/2019     05:13     06:26     12:23     15:44     18:19     19:34
29/10/2019     05:13     06:26     12:23     15:44     18:19     19:34

30/10/2019     05:13     06:26     12:22     15:44     18:19     19:34
31/10/2019     05:13     06:26     12:22     15:44     18:18     19:34
01/11/2019     05:13     06:26     12:22     15:44     18:18     19:34
02/11/2019     05:13     06:27     12:22     15:44     18:18     19:34
03/11/2019     05:13     06:27     12:22     15:44     18:18     19:34

04/11/2019     05:13     06:27     12:22     15:44     18:18     19:33
05/11/2019     05:13     06:27     12:22     15:44     18:18     19:33
06/11/2019     05:13     06:27     12:22     15:44     18:18     19:33
07/11/2019     05:14     06:27     12:22     15:44     18:17     19:33
08/11/2019     05:14     06:28     12:23     15:44     18:17     19:33

09/11/2019     05:14     06:28     12:23     15:44     18:17     19:33
10/11/2019     05:14     06:28     12:23     15:44     18:17     19:34
11/11/2019     05:14     06:28     12:23     15:44     18:17     19:34
12/11/2019     05:14     06:29     12:23     15:45     18:17     19:34
13/11/2019     05:14     06:29     12:23     15:45     18:17     19:34

14/11/2019     05:15     06:29     12:23     15:45     18:17     19:34
15/11/2019     05:15     06:29     12:23     15:45     18:17     19:34
16/11/2019     05:15     06:30     12:23     15:45     18:17     19:34
17/11/2019     05:15     06:30     12:24     15:45     18:17     19:34
18/11/2019     05:15     06:30     12:24     15:46     18:17     19:35

19/11/2019     05:16     06:31     12:24     15:46     18:17     19:35
20/11/2019     05:16     06:31     12:24     15:46     18:17     19:35
21/11/2019     05:16     06:31     12:25     15:46     18:18     19:35
22/11/2019     05:16     06:32     12:25     15:47     18:18     19:35
23/11/2019     05:17     06:32     12:25     15:47     18:18     19:36

24/11/2019     05:17     06:33     12:25     15:47     18:18     19:36
25/11/2019     05:17     06:33     12:26     15:47     18:18     19:36
26/11/2019     05:18     06:33     12:26     15:48     18:18     19:37
27/11/2019     05:18     06:34     12:26     15:48     18:19     19:37
28/11/2019     05:18     06:34     12:27     15:48     18:19     19:37

29/11/2019     05:19     06:35     12:27     15:49     18:19     19:38
30/11/2019     05:19     06:35     12:27     15:49     18:19     19:38
01/12/2019     05:19     06:36     12:28     15:49     18:20     19:38
02/12/2019     05:20     06:36     12:28     15:50     18:20     19:39
03/12/2019     05:20     06:37     12:28     15:50     18:20     19:39

04/12/2019     05:20     06:37     12:29     15:50     18:21     19:39
05/12/2019     05:21     06:38     12:29     15:51     18:21     19:40
06/12/2019     05:21     06:38     12:30     15:51     18:21     19:40
07/12/2019     05:22     06:38     12:30     15:51     18:22     19:41
08/12/2019     05:22     06:39     12:31     15:52     18:22     19:41

09/12/2019     05:23     06:39     12:31     15:52     18:22     19:42
10/12/2019     05:23     06:40     12:31     15:53     18:23     19:42
11/12/2019     05:24     06:40     12:32     15:53     18:23     19:42
12/12/2019     05:24     06:41     12:32     15:54     18:24     19:43
13/12/2019     05:24     06:42     12:33     15:54     18:24     19:43

14/12/2019     05:25     06:42     12:33     15:55     18:25     19:44
15/12/2019     05:25     06:43     12:34     15:55     18:25     19:44
16/12/2019     05:26     06:43     12:34     15:55     18:25     19:45
17/12/2019     05:26     06:44     12:35     15:56     18:26     19:45
18/12/2019     05:27     06:44     12:35     15:56     18:26     19:46

19/12/2019     05:27     06:45     12:36     15:57     18:27     19:46
20/12/2019     05:28     06:45     12:36     15:57     18:27     19:47
21/12/2019     05:28     06:46     12:37     15:58     18:28     19:47
22/12/2019     05:29     06:46     12:37     15:58     18:28     19:48
23/12/2019     05:29     06:47     12:38     15:59     18:29     19:48

24/12/2019     05:30     06:47     12:38     15:59     18:29     19:49
25/12/2019     05:30     06:48     12:39     16:00     18:30     19:49
26/12/2019     05:31     06:48     12:39     16:00     18:30     19:50
27/12/2019     05:31     06:48     12:40     16:01     18:31     19:50
28/12/2019     05:32     06:49     12:40     16:01     18:31     19:51

29/12/2019     05:32     06:49     12:41     16:02     18:32     19:51
30/12/2019     05:33     06:50     12:41     16:02     18:32     19:52
31/12/2019     05:33     06:50     12:42     16:03     18:33     19:52
01/01/2020     05:34     06:51     12:42     16:03     18:33     19:53
02/01/2020     05:34     06:51     12:43     16:04     18:34     19:53

03/01/2020     05:35     06:52     12:43     16:04     18:35     19:54
04/01/2020     05:35     06:52     12:44     16:05     18:35     19:54
05/01/2020     05:36     06:52     12:44     16:05     18:36     19:55
06/01/2020     05:36     06:53     12:44     16:06     18:36     19:55
07/01/2020     05:36     06:53     12:45     16:06     18:37     19:55

08/01/2020     05:37     06:54     12:45     16:07     18:37     19:56
09/01/2020     05:37     06:54     12:46     16:07     18:38     19:56
10/01/2020     05:38     06:54     12:46     16:08     18:38     19:57
11/01/2020     05:38     06:55     12:47     16:08     18:39     19:57
12/01/2020     05:39     06:55     12:47     16:09     18:39     19:57

13/01/2020     05:39     06:55     12:47     16:09     18:40     19:58
14/01/2020     05:39     06:55     12:48     16:09     18:40     19:58
15/01/2020     05:40     06:56     12:48     16:10     18:40     19:59
16/01/2020     05:40     06:56     12:48     16:10     18:41     19:59
17/01/2020     05:40     06:56     12:49     16:10     18:41     19:59

18/01/2020     05:41     06:56     12:49     16:11     18:42     20:00
19/01/2020     05:41     06:57     12:49     16:11     18:42     20:00
20/01/2020     05:41     06:57     12:50     16:11     18:43     20:00
21/01/2020     05:41     06:57     12:50     16:12     18:43     20:01
22/01/2020     05:42     06:57     12:50     16:12     18:43     20:01

23/01/2020     05:42     06:57     12:50     16:12     18:44     20:01
24/01/2020     05:42     06:57     12:51     16:13     18:44     20:01
25/01/2020     05:42     06:57     12:51     16:13     18:45     20:02
26/01/2020     05:43     06:58     12:51     16:13     18:45     20:02
27/01/2020     05:43     06:58     12:51     16:13     18:45     20:02

28/01/2020     05:43     06:58     12:52     16:14     18:46     20:02
29/01/2020     05:43     06:58     12:52     16:14     18:46     20:03
30/01/2020     05:43     06:58     12:52     16:14     18:46     20:03
31/01/2020     05:43     06:58     12:52     16:14     18:47     20:03
01/02/2020     05:44     06:58     12:52     16:14     18:47     20:03

02/02/2020     05:44     06:58     12:52     16:14     18:47     20:03
03/02/2020     05:44     06:58     12:53     16:14     18:47     20:04
04/02/2020     05:44     06:58     12:53     16:14     18:48     20:04
05/02/2020     05:44     06:58     12:53     16:14     18:48     20:04
06/02/2020     05:44     06:58     12:53     16:15     18:48     20:04

07/02/2020     05:44     06:57     12:53     16:15     18:48     20:04
08/02/2020     05:44     06:57     12:53     16:15     18:49     20:04
09/02/2020     05:44     06:57     12:53     16:15     18:49     20:04
10/02/2020     05:44     06:57     12:53     16:14     18:49     20:04
11/02/2020     05:44     06:57     12:53     16:14     18:49     20:04

12/02/2020     05:44     06:57     12:53     16:14     18:49     20:04
13/02/2020     05:44     06:57     12:53     16:14     18:50     20:05
14/02/2020     05:43     06:56     12:53     16:14     18:50     20:05
15/02/2020     05:43     06:56     12:53     16:14     18:50     20:05
16/02/2020     05:43     06:56     12:53     16:14     18:50     20:05

17/02/2020     05:43     06:56     12:53     16:14     18:50     20:05
18/02/2020     05:43     06:55     12:53     16:13     18:50     20:05
19/02/2020     05:43     06:55     12:53     16:13     18:50     20:05
20/02/2020     05:43     06:55     12:53     16:13     18:50     20:05
21/02/2020     05:42     06:55     12:52     16:13     18:50     20:05

22/02/2020     05:42     06:54     12:52     16:12     18:50     20:05
23/02/2020     05:42     06:54     12:52     16:12     18:51     20:05
24/02/2020     05:42     06:54     12:52     16:12     18:51     20:05
25/02/2020     05:41     06:53     12:52     16:12     18:51     20:05
26/02/2020     05:41     06:53     12:52     16:11     18:51     20:05

27/02/2020     05:41     06:53     12:52     16:11     18:51     20:05
28/02/2020     05:40     06:52     12:51     16:10     18:51     20:04
29/02/2020     05:40     06:52     12:51     16:10     18:51     20:04
01/03/2020     05:40     06:51     12:51     16:10     18:51     20:04
02/03/2020     05:39     06:51     12:51     16:09     18:51     20:04

03/03/2020     05:39     06:51     12:51     16:09     18:51     20:04
04/03/2020     05:39     06:50     12:50     16:08     18:51     20:04
05/03/2020     05:38     06:50     12:50     16:08     18:51     20:04
06/03/2020     05:38     06:49     12:50     16:07     18:51     20:04
07/03/2020     05:38     06:49     12:50     16:07     18:51     20:04

08/03/2020     05:37     06:49     12:49     16:06     18:50     20:04
09/03/2020     05:37     06:48     12:49     16:05     18:50     20:04
10/03/2020     05:36     06:48     12:49     16:05     18:50     20:04
11/03/2020     05:36     06:47     12:49     16:04     18:50     20:04
12/03/2020     05:35     06:47     12:48     16:04     18:50     20:04

13/03/2020     05:35     06:46     12:48     16:03     18:50     20:03
14/03/2020     05:35     06:46     12:48     16:02     18:50     20:03
15/03/2020     05:34     06:45     12:48     16:02     18:50     20:03
16/03/2020     05:34     06:45     12:47     16:01     18:50     20:03
17/03/2020     05:33     06:44     12:47     16:00     18:50     20:03

18/03/2020     05:33     06:44     12:47     16:00     18:50     20:03
19/03/2020     05:32     06:43     12:46     15:59     18:50     20:03
20/03/2020     05:32     06:43     12:46     15:58     18:50     20:03
21/03/2020     05:31     06:42     12:46     15:57     18:49     20:03
22/03/2020     05:31     06:42     12:46     15:57     18:49     20:03

23/03/2020     05:30     06:41     12:45     15:56     18:49     20:03
24/03/2020     05:30     06:41     12:45     15:55     18:49     20:03
25/03/2020     05:29     06:40     12:45     15:54     18:49     20:02
26/03/2020     05:28     06:40     12:44     15:53     18:49     20:02
27/03/2020     05:28     06:39     12:44     15:53     18:49     20:02

28/03/2020     05:27     06:39     12:44     15:52     18:49     20:02
29/03/2020     05:27     06:38     12:43     15:51     18:49     20:02
30/03/2020     05:26     06:38     12:43     15:50     18:49     20:02
31/03/2020     05:26     06:37     12:43     15:49     18:48     20:02
01/04/2020     05:25     06:37     12:43     15:48     18:48     20:02

02/04/2020     05:25     06:36     12:42     15:47     18:48     20:02
03/04/2020     05:24     06:36     12:42     15:46     18:48     20:02
04/04/2020     05:24     06:35     12:42     15:46     18:48     20:02
05/04/2020     05:23     06:35     12:41     15:45     18:48     20:02
06/04/2020     05:22     06:34     12:41     15:44     18:48     20:02

07/04/2020     05:22     06:34     12:41     15:43     18:48     20:02
08/04/2020     05:21     06:33     12:41     15:43     18:48     20:02
09/04/2020     05:21     06:33     12:40     15:43     18:48     20:02
10/04/2020     05:20     06:33     12:40     15:44     18:48     20:02
11/04/2020     05:20     06:32     12:40     15:44     18:48     20:02

12/04/2020     05:19     06:32     12:39     15:45     18:47     20:02
13/04/2020     05:19     06:31     12:39     15:45     18:47     20:02
14/04/2020     05:18     06:31     12:39     15:46     18:47     20:02
15/04/2020     05:18     06:30     12:39     15:46     18:47     20:02
16/04/2020     05:17     06:30     12:38     15:47     18:47     20:02

17/04/2020     05:17     06:29     12:38     15:47     18:47     20:02
18/04/2020     05:16     06:29     12:38     15:47     18:47     20:02
19/04/2020     05:16     06:29     12:38     15:48     18:47     20:02
20/04/2020     05:15     06:28     12:38     15:48     18:47     20:03
21/04/2020     05:15     06:28     12:37     15:49     18:47     20:03

22/04/2020     05:14     06:27     12:37     15:49     18:47     20:03
23/04/2020     05:14     06:27     12:37     15:50     18:47     20:03
24/04/2020     05:13     06:27     12:37     15:50     18:47     20:03
25/04/2020     05:13     06:26     12:37     15:50     18:47     20:03
26/04/2020     05:12     06:26     12:37     15:51     18:47     20:03

27/04/2020     05:12     06:26     12:36     15:51     18:47     20:03
28/04/2020     05:11     06:25     12:36     15:51     18:47     20:04
29/04/2020     05:11     06:25     12:36     15:52     18:47     20:04
30/04/2020     05:10     06:25     12:36     15:52     18:47     20:04
01/05/2020     05:10     06:24     12:36     15:53     18:47     20:04

02/05/2020     05:10     06:24     12:36     15:53     18:47     20:04
03/05/2020     05:09     06:24     12:36     15:53     18:47     20:04
04/05/2020     05:09     06:24     12:36     15:54     18:48     20:05
05/05/2020     05:08     06:23     12:35     15:54     18:48     20:05
06/05/2020     05:08     06:23     12:35     15:54     18:48     20:05

07/05/2020     05:08     06:23     12:35     15:55     18:48     20:05
08/05/2020     05:07     06:23     12:35     15:55     18:48     20:06
09/05/2020     05:07     06:23     12:35     15:55     18:48     20:06
10/05/2020     05:07     06:22     12:35     15:56     18:48     20:06
11/05/2020     05:06     06:22     12:35     15:56     18:48     20:06

12/05/2020     05:06     06:22     12:35     15:56     18:48     20:07
13/05/2020     05:06     06:22     12:35     15:57     18:49     20:07
14/05/2020     05:06     06:22     12:35     15:57     18:49     20:07
15/05/2020     05:05     06:22     12:35     15:57     18:49     20:07
16/05/2020     05:05     06:21     12:35     15:58     18:49     20:08

17/05/2020     05:05     06:21     12:35     15:58     18:49     20:08
18/05/2020     05:05     06:21     12:35     15:58     18:49     20:08
19/05/2020     05:04     06:21     12:35     15:59     18:50     20:09
20/05/2020     05:04     06:21     12:35     15:59     18:50     20:09
21/05/2020     05:04     06:21     12:35     15:59     18:50     20:09

22/05/2020     05:04     06:21     12:36     16:00     18:50     20:09
23/05/2020     05:04     06:21     12:36     16:00     18:50     20:10
24/05/2020     05:04     06:21     12:36     16:00     18:51     20:10
25/05/2020     05:04     06:21     12:36     16:01     18:51     20:10
26/05/2020     05:03     06:21     12:36     16:01     18:51     20:11

27/05/2020     05:03     06:21     12:36     16:01     18:51     20:11
28/05/2020     05:03     06:21     12:36     16:01     18:51     20:11
29/05/2020     05:03     06:21     12:36     16:02     18:52     20:12
30/05/2020     05:03     06:21     12:36     16:02     18:52     20:12
31/05/2020     05:03     06:21     12:37     16:02     18:52     20:12

01/06/2020     05:03     06:21     12:37     16:03     18:52     20:13
02/06/2020     05:03     06:21     12:37     16:03     18:53     20:13
03/06/2020     05:03     06:21     12:37     16:03     18:53     20:13
04/06/2020     05:03     06:21     12:37     16:04     18:53     20:14
05/06/2020     05:03     06:22     12:37     16:04     18:53     20:14

06/06/2020     05:03     06:22     12:38     16:04     18:54     20:14
07/06/2020     05:03     06:22     12:38     16:05     18:54     20:15
08/06/2020     05:03     06:22     12:38     16:05     18:54     20:15
09/06/2020     05:03     06:22     12:38     16:05     18:54     20:15
10/06/2020     05:04     06:22     12:38     16:05     18:55     20:16

11/06/2020     05:04     06:22     12:39     16:06     18:55     20:16
12/06/2020     05:04     06:23     12:39     16:06     18:55     20:16
13/06/2020     05:04     06:23     12:39     16:06     18:55     20:16
14/06/2020     05:04     06:23     12:39     16:06     18:55     20:17
15/06/2020     05:04     06:23     12:39     16:07     18:56     20:17

16/06/2020     05:04     06:23     12:40     16:07     18:56     20:17
17/06/2020     05:05     06:23     12:40     16:07     18:56     20:17
18/06/2020     05:05     06:24     12:40     16:07     18:56     20:18
19/06/2020     05:05     06:24     12:40     16:08     18:57     20:18
20/06/2020     05:05     06:24     12:40     16:08     18:57     20:18

21/06/2020     05:05     06:24     12:41     16:08     18:57     20:18
22/06/2020     05:06     06:25     12:41     16:08     18:57     20:19
23/06/2020     05:06     06:25     12:41     16:09     18:58     20:19
24/06/2020     05:06     06:25     12:41     16:09     18:58     20:19
25/06/2020     05:06     06:25     12:42     16:09     18:58     20:19

26/06/2020     05:07     06:25     12:42     16:09     18:58     20:19
27/06/2020     05:07     06:26     12:42     16:09     18:58     20:19
28/06/2020     05:07     06:26     12:42     16:09     18:58     20:20
29/06/2020     05:07     06:26     12:42     16:10     18:59     20:20
30/06/2020     05:08     06:26     12:43     16:10     18:59     20:20

01/07/2020     05:08     06:27     12:43     16:10     18:59     20:20
02/07/2020     05:08     06:27     12:43     16:10     18:59     20:20
03/07/2020     05:08     06:27     12:43     16:10     18:59     20:20
04/07/2020     05:09     06:27     12:43     16:10     18:59     20:20
05/07/2020     05:09     06:28     12:43     16:10     18:59     20:20

06/07/2020     05:09     06:28     12:44     16:10     18:59     20:20
07/07/2020     05:10     06:28     12:44     16:10     19:00     20:20
08/07/2020     05:10     06:28     12:44     16:10     19:00     20:20
09/07/2020     05:10     06:28     12:44     16:10     19:00     20:20
10/07/2020     05:11     06:29     12:44     16:10     19:00     20:20

11/07/2020     05:11     06:29     12:44     16:10     19:00     20:20
12/07/2020     05:11     06:29     12:45     16:10     19:00     20:20
13/07/2020     05:11     06:29     12:45     16:10     19:00     20:20
14/07/2020     05:12     06:30     12:45     16:10     19:00     20:20
15/07/2020     05:12     06:30     12:45     16:10     19:00     20:20

16/07/2020     05:12     06:30     12:45     16:10     19:00     20:20
17/07/2020     05:13     06:30     12:45     16:10     19:00     20:19
18/07/2020     05:13     06:30     12:45     16:10     19:00     20:19
19/07/2020     05:13     06:30     12:45     16:09     19:00     20:19
20/07/2020     05:13     06:31     12:45     16:09     19:00     20:19

21/07/2020     05:14     06:31     12:45     16:09     19:00     20:19
22/07/2020     05:14     06:31     12:45     16:09     19:00     20:19
23/07/2020     05:14     06:31     12:45     16:09     18:59     20:18
24/07/2020     05:15     06:31     12:45     16:08     18:59     20:18
25/07/2020     05:15     06:31     12:45     16:08     18:59     20:18

26/07/2020     05:15     06:32     12:45     16:08     18:59     20:18
27/07/2020     05:15     06:32     12:45     16:07     18:59     20:17
28/07/2020     05:16     06:32     12:45     16:07     18:59     20:17
29/07/2020     05:16     06:32     12:45     16:07     18:59     20:17
30/07/2020     05:16     06:32     12:45     16:06     18:58     20:16

31/07/2020     05:16     06:32     12:45     16:06     18:58     20:16
01/08/2020     05:16     06:32     12:45     16:06     18:58     20:16
02/08/2020     05:17     06:32     12:45     16:05     18:58     20:15
03/08/2020     05:17     06:32     12:45     16:05     18:58     20:15
04/08/2020     05:17     06:32     12:45     16:04     18:57     20:15

05/08/2020     05:17     06:32     12:45     16:04     18:57     20:14
06/08/2020     05:17     06:32     12:45     16:03     18:57     20:14
07/08/2020     05:18     06:33     12:45     16:03     18:56     20:13
08/08/2020     05:18     06:33     12:44     16:02     18:56     20:13
09/08/2020     05:18     06:33     12:44     16:01     18:56     20:13

10/08/2020     05:18     06:33     12:44     16:01     18:55     20:12
11/08/2020     05:18     06:33     12:44     16:00     18:55     20:12
12/08/2020     05:18     06:33     12:44     16:00     18:55     20:11
13/08/2020     05:18     06:33     12:44     15:59     18:54     20:11
14/08/2020     05:18     06:33     12:43     15:58     18:54     20:10

15/08/2020     05:19     06:33     12:43     15:58     18:54     20:10
16/08/2020     05:19     06:33     12:43     15:57     18:53     20:09
17/08/2020     05:19     06:32     12:43     15:56     18:53     20:09
18/08/2020     05:19     06:32     12:43     15:55     18:53     20:08
19/08/2020     05:19     06:32     12:42     15:54     18:52     20:08

20/08/2020     05:19     06:32     12:42     15:54     18:52     20:07
21/08/2020     05:19     06:32     12:42     15:53     18:51     20:07
22/08/2020     05:19     06:32     12:42     15:52     18:51     20:06
23/08/2020     05:19     06:32     12:41     15:51     18:50     20:05
24/08/2020     05:19     06:32     12:41     15:50     18:50     20:05

25/08/2020     05:19     06:32     12:41     15:49     18:49     20:04
26/08/2020     05:19     06:32     12:40     15:48     18:49     20:04
27/08/2020     05:19     06:32     12:40     15:47     18:49     20:03
28/08/2020     05:19     06:32     12:40     15:46     18:48     20:03
29/08/2020     05:19     06:32     12:40     15:45     18:48     20:02

30/08/2020     05:19     06:31     12:39     15:44     18:47     20:01
31/08/2020     05:19     06:31     12:39     15:43     18:47     20:01
=======================================================================

* Remarks:-
- Date format: dd/mm/yyyy.
- The Symbol '*' before the date, refers to Summer Time.
- Fajer: Beginning of Astronomical Twilight.
- Shuroq: Sunrise.
- Dhohur: Transit of Sun.
- Maghreb: Sunset.
- Isha: End of Astronomical Twilight.
- ----: There is no event.
- Up: The Sun is always above horizon.
- Down: The Sun is always below horizon.
- Bright: The sky is always bright.
- Dark: The sky is always dark.
