                         By the Name of Allah
                  Islamic Crescents' Observation Project
                   Accurate Times 5.3, By Mohammad Odeh

* Settings:-
- Prayer times from:  01/08/2019 CE   To:  31/08/2020 CE
- NIGERIA Lagos, Long: 03:20:00.0, Lat: 06:35:00.0, Ele:0.0, Zone:1.00
- No Summer Time.
- Height above mean sea-level affects rise  and  set events.
- Subtract Fajer: 0 Min, Add Dhohur: 0 Min, Add Asr: 0 Min, Add Maghreb: 0 Min
- Fajer Angle: 18.5 ,  Isha Angle: 19 
- Refraction Settings: Temperature: 10 °C   Pressure: 1010 mb
- Mazhab:  Standard
- City Settings: 0 Km.
- Delta T: 71.7 Second(s)
=======================================================================

  Date         Fajer    Shuroq     Dhohur    Aser     Maghreb    Isha
15/09/2019     05:26     06:37     12:42     15:49     18:47     20:00
16/09/2019     05:26     06:37     12:42     15:49     18:46     19:59
17/09/2019     05:26     06:37     12:41     15:49     18:46     19:59
18/09/2019     05:25     06:37     12:41     15:50     18:45     19:58
19/09/2019     05:25     06:37     12:41     15:50     18:44     19:58

20/09/2019     05:25     06:36     12:40     15:50     18:44     19:57
21/09/2019     05:25     06:36     12:40     15:50     18:43     19:57
22/09/2019     05:25     06:36     12:39     15:50     18:43     19:56
23/09/2019     05:25     06:36     12:39     15:50     18:42     19:55
24/09/2019     05:25     06:36     12:39     15:50     18:42     19:55

25/09/2019     05:24     06:35     12:38     15:50     18:41     19:54
26/09/2019     05:24     06:35     12:38     15:51     18:41     19:54
27/09/2019     05:24     06:35     12:38     15:51     18:40     19:53
28/09/2019     05:24     06:35     12:37     15:51     18:40     19:53
29/09/2019     05:24     06:35     12:37     15:51     18:39     19:52

30/09/2019     05:24     06:35     12:37     15:51     18:39     19:52
01/10/2019     05:23     06:35     12:36     15:51     18:38     19:51
02/10/2019     05:23     06:34     12:36     15:51     18:38     19:51
03/10/2019     05:23     06:34     12:36     15:51     18:37     19:50
04/10/2019     05:23     06:34     12:35     15:51     18:37     19:50

05/10/2019     05:23     06:34     12:35     15:51     18:36     19:50
06/10/2019     05:23     06:34     12:35     15:51     18:36     19:49
07/10/2019     05:22     06:34     12:35     15:51     18:35     19:49
08/10/2019     05:22     06:34     12:34     15:51     18:35     19:48
09/10/2019     05:22     06:34     12:34     15:51     18:34     19:48

10/10/2019     05:22     06:33     12:34     15:51     18:34     19:47
11/10/2019     05:22     06:33     12:33     15:51     18:33     19:47
12/10/2019     05:22     06:33     12:33     15:51     18:33     19:47
13/10/2019     05:22     06:33     12:33     15:51     18:33     19:46
14/10/2019     05:21     06:33     12:33     15:51     18:32     19:46

15/10/2019     05:21     06:33     12:32     15:51     18:32     19:46
16/10/2019     05:21     06:33     12:32     15:51     18:31     19:45
17/10/2019     05:21     06:33     12:32     15:51     18:31     19:45
18/10/2019     05:21     06:33     12:32     15:51     18:31     19:45
19/10/2019     05:21     06:33     12:32     15:51     18:30     19:44

20/10/2019     05:21     06:33     12:31     15:51     18:30     19:44
21/10/2019     05:21     06:33     12:31     15:51     18:30     19:44
22/10/2019     05:21     06:33     12:31     15:51     18:29     19:44
23/10/2019     05:21     06:33     12:31     15:51     18:29     19:43
24/10/2019     05:21     06:33     12:31     15:51     18:29     19:43

25/10/2019     05:20     06:33     12:31     15:51     18:28     19:43
26/10/2019     05:20     06:33     12:31     15:51     18:28     19:43
27/10/2019     05:20     06:33     12:31     15:51     18:28     19:43
28/10/2019     05:20     06:33     12:30     15:51     18:28     19:43
29/10/2019     05:20     06:33     12:30     15:51     18:27     19:42

30/10/2019     05:20     06:33     12:30     15:51     18:27     19:42
31/10/2019     05:20     06:33     12:30     15:51     18:27     19:42
01/11/2019     05:20     06:34     12:30     15:52     18:27     19:42
02/11/2019     05:20     06:34     12:30     15:52     18:27     19:42
03/11/2019     05:20     06:34     12:30     15:52     18:27     19:42

04/11/2019     05:20     06:34     12:30     15:52     18:26     19:42
05/11/2019     05:21     06:34     12:30     15:52     18:26     19:42
06/11/2019     05:21     06:34     12:30     15:52     18:26     19:42
07/11/2019     05:21     06:34     12:30     15:52     18:26     19:42
08/11/2019     05:21     06:35     12:30     15:52     18:26     19:42

09/11/2019     05:21     06:35     12:30     15:52     18:26     19:42
10/11/2019     05:21     06:35     12:31     15:52     18:26     19:42
11/11/2019     05:21     06:35     12:31     15:53     18:26     19:42
12/11/2019     05:21     06:36     12:31     15:53     18:26     19:42
13/11/2019     05:21     06:36     12:31     15:53     18:26     19:42

14/11/2019     05:22     06:36     12:31     15:53     18:26     19:43
15/11/2019     05:22     06:36     12:31     15:53     18:26     19:43
16/11/2019     05:22     06:37     12:31     15:53     18:26     19:43
17/11/2019     05:22     06:37     12:32     15:54     18:26     19:43
18/11/2019     05:22     06:37     12:32     15:54     18:26     19:43

19/11/2019     05:23     06:38     12:32     15:54     18:26     19:43
20/11/2019     05:23     06:38     12:32     15:54     18:26     19:44
21/11/2019     05:23     06:38     12:32     15:54     18:26     19:44
22/11/2019     05:23     06:39     12:33     15:55     18:27     19:44
23/11/2019     05:24     06:39     12:33     15:55     18:27     19:44

24/11/2019     05:24     06:39     12:33     15:55     18:27     19:45
25/11/2019     05:24     06:40     12:34     15:56     18:27     19:45
26/11/2019     05:24     06:40     12:34     15:56     18:27     19:45
27/11/2019     05:25     06:41     12:34     15:56     18:28     19:46
28/11/2019     05:25     06:41     12:34     15:57     18:28     19:46

29/11/2019     05:25     06:42     12:35     15:57     18:28     19:46
30/11/2019     05:26     06:42     12:35     15:57     18:28     19:47
01/12/2019     05:26     06:42     12:36     15:58     18:29     19:47
02/12/2019     05:27     06:43     12:36     15:58     18:29     19:48
03/12/2019     05:27     06:43     12:36     15:58     18:29     19:48

04/12/2019     05:27     06:44     12:37     15:59     18:30     19:48
05/12/2019     05:28     06:44     12:37     15:59     18:30     19:49
06/12/2019     05:28     06:45     12:38     15:59     18:30     19:49
07/12/2019     05:29     06:45     12:38     16:00     18:31     19:50
08/12/2019     05:29     06:46     12:38     16:00     18:31     19:50

09/12/2019     05:29     06:46     12:39     16:01     18:31     19:50
10/12/2019     05:30     06:47     12:39     16:01     18:32     19:51
11/12/2019     05:30     06:47     12:40     16:02     18:32     19:51
12/12/2019     05:31     06:48     12:40     16:02     18:33     19:52
13/12/2019     05:31     06:48     12:41     16:03     18:33     19:52

14/12/2019     05:32     06:49     12:41     16:03     18:34     19:53
15/12/2019     05:32     06:49     12:42     16:03     18:34     19:53
16/12/2019     05:33     06:50     12:42     16:04     18:34     19:54
17/12/2019     05:33     06:50     12:43     16:04     18:35     19:54
18/12/2019     05:34     06:51     12:43     16:05     18:35     19:55

19/12/2019     05:34     06:51     12:44     16:05     18:36     19:55
20/12/2019     05:35     06:52     12:44     16:06     18:36     19:56
21/12/2019     05:35     06:52     12:45     16:06     18:37     19:56
22/12/2019     05:36     06:53     12:45     16:07     18:37     19:57
23/12/2019     05:36     06:53     12:46     16:07     18:38     19:57

24/12/2019     05:37     06:54     12:46     16:08     18:38     19:58
25/12/2019     05:37     06:54     12:47     16:08     18:39     19:58
26/12/2019     05:38     06:55     12:47     16:09     18:39     19:59
27/12/2019     05:38     06:55     12:48     16:09     18:40     19:59
28/12/2019     05:39     06:56     12:48     16:10     18:40     20:00

29/12/2019     05:39     06:56     12:49     16:10     18:41     20:00
30/12/2019     05:40     06:57     12:49     16:11     18:42     20:01
31/12/2019     05:40     06:57     12:50     16:11     18:42     20:01
01/01/2020     05:40     06:57     12:50     16:12     18:43     20:02
02/01/2020     05:41     06:58     12:50     16:12     18:43     20:02

03/01/2020     05:41     06:58     12:51     16:13     18:44     20:03
04/01/2020     05:42     06:59     12:51     16:13     18:44     20:03
05/01/2020     05:42     06:59     12:52     16:14     18:45     20:03
06/01/2020     05:43     07:00     12:52     16:14     18:45     20:04
07/01/2020     05:43     07:00     12:53     16:15     18:46     20:04

08/01/2020     05:44     07:00     12:53     16:15     18:46     20:05
09/01/2020     05:44     07:01     12:54     16:16     18:47     20:05
10/01/2020     05:45     07:01     12:54     16:16     18:47     20:06
11/01/2020     05:45     07:01     12:54     16:16     18:48     20:06
12/01/2020     05:45     07:02     12:55     16:17     18:48     20:06

13/01/2020     05:46     07:02     12:55     16:17     18:48     20:07
14/01/2020     05:46     07:02     12:56     16:18     18:49     20:07
15/01/2020     05:46     07:02     12:56     16:18     18:49     20:07
16/01/2020     05:47     07:03     12:56     16:18     18:50     20:08
17/01/2020     05:47     07:03     12:57     16:19     18:50     20:08

18/01/2020     05:47     07:03     12:57     16:19     18:51     20:08
19/01/2020     05:48     07:03     12:57     16:19     18:51     20:09
20/01/2020     05:48     07:04     12:58     16:20     18:51     20:09
21/01/2020     05:48     07:04     12:58     16:20     18:52     20:09
22/01/2020     05:49     07:04     12:58     16:20     18:52     20:10

23/01/2020     05:49     07:04     12:58     16:21     18:53     20:10
24/01/2020     05:49     07:04     12:59     16:21     18:53     20:10
25/01/2020     05:49     07:04     12:59     16:21     18:53     20:10
26/01/2020     05:50     07:04     12:59     16:21     18:54     20:11
27/01/2020     05:50     07:05     12:59     16:21     18:54     20:11

28/01/2020     05:50     07:05     13:00     16:22     18:54     20:11
29/01/2020     05:50     07:05     13:00     16:22     18:55     20:11
30/01/2020     05:50     07:05     13:00     16:22     18:55     20:11
31/01/2020     05:51     07:05     13:00     16:22     18:55     20:12
01/02/2020     05:51     07:05     13:00     16:22     18:56     20:12

02/02/2020     05:51     07:05     13:00     16:22     18:56     20:12
03/02/2020     05:51     07:05     13:00     16:22     18:56     20:12
04/02/2020     05:51     07:05     13:01     16:22     18:56     20:12
05/02/2020     05:51     07:05     13:01     16:22     18:57     20:12
06/02/2020     05:51     07:05     13:01     16:22     18:57     20:12

07/02/2020     05:51     07:05     13:01     16:22     18:57     20:13
08/02/2020     05:51     07:04     13:01     16:22     18:57     20:13
09/02/2020     05:51     07:04     13:01     16:22     18:57     20:13
10/02/2020     05:51     07:04     13:01     16:22     18:58     20:13
11/02/2020     05:51     07:04     13:01     16:22     18:58     20:13

12/02/2020     05:51     07:04     13:01     16:22     18:58     20:13
13/02/2020     05:51     07:04     13:01     16:22     18:58     20:13
14/02/2020     05:51     07:04     13:01     16:22     18:58     20:13
15/02/2020     05:51     07:03     13:01     16:22     18:58     20:13
16/02/2020     05:51     07:03     13:01     16:22     18:58     20:13

17/02/2020     05:50     07:03     13:01     16:21     18:58     20:13
18/02/2020     05:50     07:03     13:01     16:21     18:59     20:13
19/02/2020     05:50     07:02     13:01     16:21     18:59     20:13
20/02/2020     05:50     07:02     13:00     16:21     18:59     20:13
21/02/2020     05:50     07:02     13:00     16:20     18:59     20:13

22/02/2020     05:50     07:02     13:00     16:20     18:59     20:13
23/02/2020     05:49     07:01     13:00     16:20     18:59     20:13
24/02/2020     05:49     07:01     13:00     16:19     18:59     20:13
25/02/2020     05:49     07:01     13:00     16:19     18:59     20:13
26/02/2020     05:49     07:00     13:00     16:19     18:59     20:13

27/02/2020     05:48     07:00     12:59     16:18     18:59     20:13
28/02/2020     05:48     07:00     12:59     16:18     18:59     20:13
29/02/2020     05:48     06:59     12:59     16:17     18:59     20:13
01/03/2020     05:47     06:59     12:59     16:17     18:59     20:12
02/03/2020     05:47     06:59     12:59     16:17     18:59     20:12

03/03/2020     05:47     06:58     12:58     16:16     18:59     20:12
04/03/2020     05:46     06:58     12:58     16:16     18:59     20:12
05/03/2020     05:46     06:57     12:58     16:15     18:59     20:12
06/03/2020     05:46     06:57     12:58     16:14     18:59     20:12
07/03/2020     05:45     06:57     12:58     16:14     18:59     20:12

08/03/2020     05:45     06:56     12:57     16:13     18:59     20:12
09/03/2020     05:45     06:56     12:57     16:13     18:58     20:12
10/03/2020     05:44     06:55     12:57     16:12     18:58     20:12
11/03/2020     05:44     06:55     12:57     16:11     18:58     20:12
12/03/2020     05:43     06:54     12:56     16:11     18:58     20:11

13/03/2020     05:43     06:54     12:56     16:10     18:58     20:11
14/03/2020     05:42     06:54     12:56     16:09     18:58     20:11
15/03/2020     05:42     06:53     12:55     16:09     18:58     20:11
16/03/2020     05:41     06:53     12:55     16:08     18:58     20:11
17/03/2020     05:41     06:52     12:55     16:07     18:58     20:11

18/03/2020     05:41     06:52     12:55     16:07     18:58     20:11
19/03/2020     05:40     06:51     12:54     16:06     18:58     20:11
20/03/2020     05:40     06:51     12:54     16:05     18:57     20:11
21/03/2020     05:39     06:50     12:54     16:04     18:57     20:10
22/03/2020     05:39     06:50     12:53     16:03     18:57     20:10

23/03/2020     05:38     06:49     12:53     16:03     18:57     20:10
24/03/2020     05:38     06:49     12:53     16:02     18:57     20:10
25/03/2020     05:37     06:48     12:53     16:01     18:57     20:10
26/03/2020     05:37     06:48     12:52     16:00     18:57     20:10
27/03/2020     05:36     06:47     12:52     15:59     18:57     20:10

28/03/2020     05:36     06:47     12:52     15:58     18:56     20:10
29/03/2020     05:35     06:46     12:51     15:58     18:56     20:10
30/03/2020     05:34     06:46     12:51     15:57     18:56     20:10
31/03/2020     05:34     06:45     12:51     15:56     18:56     20:10
01/04/2020     05:33     06:45     12:50     15:55     18:56     20:10

02/04/2020     05:33     06:44     12:50     15:54     18:56     20:10
03/04/2020     05:32     06:44     12:50     15:53     18:56     20:09
04/04/2020     05:32     06:44     12:50     15:52     18:56     20:09
05/04/2020     05:31     06:43     12:49     15:51     18:56     20:09
06/04/2020     05:31     06:43     12:49     15:51     18:55     20:09

07/04/2020     05:30     06:42     12:49     15:51     18:55     20:09
08/04/2020     05:30     06:42     12:48     15:52     18:55     20:09
09/04/2020     05:29     06:41     12:48     15:52     18:55     20:09
10/04/2020     05:29     06:41     12:48     15:53     18:55     20:09
11/04/2020     05:28     06:40     12:48     15:53     18:55     20:09

12/04/2020     05:28     06:40     12:47     15:54     18:55     20:09
13/04/2020     05:27     06:39     12:47     15:54     18:55     20:09
14/04/2020     05:27     06:39     12:47     15:54     18:55     20:09
15/04/2020     05:26     06:39     12:47     15:55     18:55     20:09
16/04/2020     05:26     06:38     12:46     15:55     18:55     20:09

17/04/2020     05:25     06:38     12:46     15:56     18:55     20:09
18/04/2020     05:25     06:37     12:46     15:56     18:55     20:09
19/04/2020     05:24     06:37     12:46     15:57     18:54     20:10
20/04/2020     05:24     06:37     12:45     15:57     18:54     20:10
21/04/2020     05:23     06:36     12:45     15:57     18:54     20:10

22/04/2020     05:23     06:36     12:45     15:58     18:54     20:10
23/04/2020     05:22     06:36     12:45     15:58     18:54     20:10
24/04/2020     05:22     06:35     12:45     15:59     18:54     20:10
25/04/2020     05:21     06:35     12:45     15:59     18:54     20:10
26/04/2020     05:21     06:35     12:44     15:59     18:54     20:10

27/04/2020     05:20     06:34     12:44     16:00     18:54     20:10
28/04/2020     05:20     06:34     12:44     16:00     18:54     20:11
29/04/2020     05:20     06:34     12:44     16:00     18:54     20:11
30/04/2020     05:19     06:33     12:44     16:01     18:54     20:11
01/05/2020     05:19     06:33     12:44     16:01     18:54     20:11

02/05/2020     05:18     06:33     12:44     16:01     18:54     20:11
03/05/2020     05:18     06:33     12:44     16:02     18:55     20:11
04/05/2020     05:18     06:32     12:43     16:02     18:55     20:12
05/05/2020     05:17     06:32     12:43     16:02     18:55     20:12
06/05/2020     05:17     06:32     12:43     16:03     18:55     20:12

07/05/2020     05:17     06:32     12:43     16:03     18:55     20:12
08/05/2020     05:16     06:31     12:43     16:03     18:55     20:12
09/05/2020     05:16     06:31     12:43     16:04     18:55     20:13
10/05/2020     05:16     06:31     12:43     16:04     18:55     20:13
11/05/2020     05:15     06:31     12:43     16:04     18:55     20:13

12/05/2020     05:15     06:31     12:43     16:04     18:55     20:13
13/05/2020     05:15     06:31     12:43     16:05     18:55     20:14
14/05/2020     05:15     06:31     12:43     16:05     18:56     20:14
15/05/2020     05:14     06:30     12:43     16:05     18:56     20:14
16/05/2020     05:14     06:30     12:43     16:06     18:56     20:14

17/05/2020     05:14     06:30     12:43     16:06     18:56     20:15
18/05/2020     05:14     06:30     12:43     16:06     18:56     20:15
19/05/2020     05:14     06:30     12:43     16:07     18:56     20:15
20/05/2020     05:13     06:30     12:43     16:07     18:57     20:15
21/05/2020     05:13     06:30     12:43     16:07     18:57     20:16

22/05/2020     05:13     06:30     12:43     16:08     18:57     20:16
23/05/2020     05:13     06:30     12:43     16:08     18:57     20:16
24/05/2020     05:13     06:30     12:44     16:08     18:57     20:17
25/05/2020     05:13     06:30     12:44     16:09     18:58     20:17
26/05/2020     05:13     06:30     12:44     16:09     18:58     20:17

27/05/2020     05:13     06:30     12:44     16:09     18:58     20:18
28/05/2020     05:12     06:30     12:44     16:09     18:58     20:18
29/05/2020     05:12     06:30     12:44     16:10     18:58     20:18
30/05/2020     05:12     06:30     12:44     16:10     18:59     20:19
31/05/2020     05:12     06:30     12:44     16:10     18:59     20:19

01/06/2020     05:12     06:30     12:45     16:11     18:59     20:19
02/06/2020     05:12     06:30     12:45     16:11     18:59     20:20
03/06/2020     05:12     06:30     12:45     16:11     19:00     20:20
04/06/2020     05:12     06:30     12:45     16:12     19:00     20:20
05/06/2020     05:12     06:31     12:45     16:12     19:00     20:20

06/06/2020     05:12     06:31     12:45     16:12     19:00     20:21
07/06/2020     05:13     06:31     12:46     16:12     19:00     20:21
08/06/2020     05:13     06:31     12:46     16:13     19:01     20:21
09/06/2020     05:13     06:31     12:46     16:13     19:01     20:22
10/06/2020     05:13     06:31     12:46     16:13     19:01     20:22

11/06/2020     05:13     06:31     12:46     16:14     19:01     20:22
12/06/2020     05:13     06:32     12:47     16:14     19:02     20:23
13/06/2020     05:13     06:32     12:47     16:14     19:02     20:23
14/06/2020     05:13     06:32     12:47     16:14     19:02     20:23
15/06/2020     05:13     06:32     12:47     16:15     19:02     20:23

16/06/2020     05:14     06:32     12:47     16:15     19:03     20:24
17/06/2020     05:14     06:33     12:48     16:15     19:03     20:24
18/06/2020     05:14     06:33     12:48     16:15     19:03     20:24
19/06/2020     05:14     06:33     12:48     16:16     19:03     20:24
20/06/2020     05:14     06:33     12:48     16:16     19:04     20:25

21/06/2020     05:15     06:33     12:49     16:16     19:04     20:25
22/06/2020     05:15     06:34     12:49     16:16     19:04     20:25
23/06/2020     05:15     06:34     12:49     16:16     19:04     20:25
24/06/2020     05:15     06:34     12:49     16:17     19:04     20:25
25/06/2020     05:16     06:34     12:49     16:17     19:05     20:26

26/06/2020     05:16     06:35     12:50     16:17     19:05     20:26
27/06/2020     05:16     06:35     12:50     16:17     19:05     20:26
28/06/2020     05:16     06:35     12:50     16:17     19:05     20:26
29/06/2020     05:17     06:35     12:50     16:17     19:05     20:26
30/06/2020     05:17     06:35     12:50     16:18     19:05     20:26

01/07/2020     05:17     06:36     12:51     16:18     19:06     20:26
02/07/2020     05:17     06:36     12:51     16:18     19:06     20:26
03/07/2020     05:18     06:36     12:51     16:18     19:06     20:26
04/07/2020     05:18     06:36     12:51     16:18     19:06     20:27
05/07/2020     05:18     06:37     12:51     16:18     19:06     20:27

06/07/2020     05:19     06:37     12:52     16:18     19:06     20:27
07/07/2020     05:19     06:37     12:52     16:18     19:06     20:27
08/07/2020     05:19     06:37     12:52     16:18     19:06     20:27
09/07/2020     05:19     06:37     12:52     16:18     19:06     20:27
10/07/2020     05:20     06:38     12:52     16:18     19:07     20:27

11/07/2020     05:20     06:38     12:52     16:18     19:07     20:27
12/07/2020     05:20     06:38     12:52     16:18     19:07     20:27
13/07/2020     05:21     06:38     12:52     16:18     19:07     20:26
14/07/2020     05:21     06:39     12:53     16:18     19:07     20:26
15/07/2020     05:21     06:39     12:53     16:18     19:07     20:26

16/07/2020     05:22     06:39     12:53     16:18     19:07     20:26
17/07/2020     05:22     06:39     12:53     16:18     19:07     20:26
18/07/2020     05:22     06:39     12:53     16:18     19:07     20:26
19/07/2020     05:22     06:39     12:53     16:17     19:07     20:26
20/07/2020     05:23     06:40     12:53     16:17     19:07     20:26

21/07/2020     05:23     06:40     12:53     16:17     19:06     20:25
22/07/2020     05:23     06:40     12:53     16:17     19:06     20:25
23/07/2020     05:23     06:40     12:53     16:17     19:06     20:25
24/07/2020     05:24     06:40     12:53     16:16     19:06     20:25
25/07/2020     05:24     06:40     12:53     16:16     19:06     20:25

26/07/2020     05:24     06:40     12:53     16:16     19:06     20:24
27/07/2020     05:24     06:41     12:53     16:16     19:06     20:24
28/07/2020     05:25     06:41     12:53     16:15     19:06     20:24
29/07/2020     05:25     06:41     12:53     16:15     19:06     20:24
30/07/2020     05:25     06:41     12:53     16:15     19:05     20:23

31/07/2020     05:25     06:41     12:53     16:14     19:05     20:23
01/08/2020     05:25     06:41     12:53     16:14     19:05     20:23
02/08/2020     05:26     06:41     12:53     16:13     19:05     20:22
03/08/2020     05:26     06:41     12:53     16:13     19:05     20:22
04/08/2020     05:26     06:41     12:53     16:13     19:04     20:21

05/08/2020     05:26     06:41     12:53     16:12     19:04     20:21
06/08/2020     05:26     06:41     12:53     16:12     19:04     20:21
07/08/2020     05:26     06:41     12:52     16:11     19:03     20:20
08/08/2020     05:27     06:41     12:52     16:10     19:03     20:20
09/08/2020     05:27     06:41     12:52     16:10     19:03     20:19

10/08/2020     05:27     06:41     12:52     16:09     19:03     20:19
11/08/2020     05:27     06:41     12:52     16:09     19:02     20:19
12/08/2020     05:27     06:41     12:52     16:08     19:02     20:18
13/08/2020     05:27     06:41     12:51     16:07     19:02     20:18
14/08/2020     05:27     06:41     12:51     16:07     19:01     20:17

15/08/2020     05:27     06:41     12:51     16:06     19:01     20:17
16/08/2020     05:27     06:41     12:51     16:05     19:01     20:16
17/08/2020     05:27     06:41     12:51     16:05     19:00     20:16
18/08/2020     05:27     06:41     12:50     16:04     19:00     20:15
19/08/2020     05:28     06:41     12:50     16:03     18:59     20:15

20/08/2020     05:28     06:41     12:50     16:02     18:59     20:14
21/08/2020     05:28     06:41     12:50     16:01     18:59     20:14
22/08/2020     05:28     06:41     12:49     16:01     18:58     20:13
23/08/2020     05:28     06:41     12:49     16:00     18:58     20:13
24/08/2020     05:28     06:40     12:49     15:59     18:57     20:12

25/08/2020     05:28     06:40     12:49     15:58     18:57     20:12
26/08/2020     05:28     06:40     12:48     15:57     18:56     20:11
27/08/2020     05:28     06:40     12:48     15:56     18:56     20:10
28/08/2020     05:28     06:40     12:48     15:55     18:55     20:10
29/08/2020     05:27     06:40     12:47     15:54     18:55     20:09

30/08/2020     05:27     06:40     12:47     15:53     18:54     20:09
31/08/2020     05:27     06:40     12:47     15:52     18:54     20:08
=======================================================================

* Remarks:-
- Date format: dd/mm/yyyy.
- The Symbol '*' before the date, refers to Summer Time.
- Fajer: Beginning of Astronomical Twilight.
- Shuroq: Sunrise.
- Dhohur: Transit of Sun.
- Maghreb: Sunset.
- Isha: End of Astronomical Twilight.
- ----: There is no event.
- Up: The Sun is always above horizon.
- Down: The Sun is always below horizon.
- Bright: The sky is always bright.
- Dark: The sky is always dark.
