                         By the Name of Allah
                  Islamic Crescents' Observation Project
                   Accurate Times 5.3, By Mohammad Odeh

* Settings:-
- Prayer times from:  01/08/2019 CE   To:  31/08/2020 CE
- NIGERIA Abuja, Long: 07:27:23.0, Lat: 09:03:16.0, Ele:460.0, Zone:1.00
- No Summer Time.
- Height above mean sea-level affects rise  and  set events.
- Subtract Fajer: 0 Min, Add Dhohur: 0 Min, Add Asr: 0 Min, Add Maghreb: 0 Min
- Fajer Angle: 18.5 ,  Isha Angle: 19 
- Refraction Settings: Temperature: 10 °C   Pressure: 1010 mb
- Mazhab:  Standard
- City Settings: 0 Km.
- Delta T: 71.7 Second(s)
=======================================================================

  Date         Fajer    Shuroq     Dhohur    Aser     Maghreb    Isha
15/09/2019     05:08     06:17     12:25     15:37     18:34     19:44
16/09/2019     05:08     06:17     12:25     15:37     18:33     19:44
17/09/2019     05:08     06:17     12:25     15:37     18:32     19:43
18/09/2019     05:08     06:17     12:24     15:37     18:32     19:43
19/09/2019     05:08     06:17     12:24     15:37     18:31     19:42

20/09/2019     05:08     06:17     12:24     15:37     18:31     19:41
21/09/2019     05:08     06:16     12:23     15:37     18:30     19:41
22/09/2019     05:08     06:16     12:23     15:37     18:29     19:40
23/09/2019     05:08     06:16     12:23     15:37     18:29     19:39
24/09/2019     05:08     06:16     12:22     15:37     18:28     19:39

25/09/2019     05:08     06:16     12:22     15:37     18:28     19:38
26/09/2019     05:07     06:16     12:22     15:37     18:27     19:38
27/09/2019     05:07     06:16     12:21     15:37     18:27     19:37
28/09/2019     05:07     06:16     12:21     15:37     18:26     19:36
29/09/2019     05:07     06:16     12:21     15:37     18:25     19:36

30/09/2019     05:07     06:16     12:20     15:37     18:25     19:35
01/10/2019     05:07     06:16     12:20     15:37     18:24     19:35
02/10/2019     05:07     06:15     12:20     15:37     18:24     19:34
03/10/2019     05:07     06:15     12:19     15:37     18:23     19:34
04/10/2019     05:07     06:15     12:19     15:37     18:23     19:33

05/10/2019     05:07     06:15     12:19     15:37     18:22     19:33
06/10/2019     05:07     06:15     12:18     15:37     18:21     19:32
07/10/2019     05:06     06:15     12:18     15:37     18:21     19:32
08/10/2019     05:06     06:15     12:18     15:36     18:20     19:31
09/10/2019     05:06     06:15     12:18     15:36     18:20     19:31

10/10/2019     05:06     06:15     12:17     15:36     18:19     19:30
11/10/2019     05:06     06:15     12:17     15:36     18:19     19:30
12/10/2019     05:06     06:15     12:17     15:36     18:18     19:29
13/10/2019     05:06     06:15     12:16     15:36     18:18     19:29
14/10/2019     05:06     06:15     12:16     15:36     18:17     19:28

15/10/2019     05:06     06:15     12:16     15:36     18:17     19:28
16/10/2019     05:06     06:15     12:16     15:36     18:16     19:28
17/10/2019     05:06     06:15     12:16     15:36     18:16     19:27
18/10/2019     05:06     06:15     12:15     15:36     18:16     19:27
19/10/2019     05:06     06:15     12:15     15:36     18:15     19:27

20/10/2019     05:06     06:15     12:15     15:35     18:15     19:26
21/10/2019     05:06     06:15     12:15     15:35     18:14     19:26
22/10/2019     05:06     06:15     12:15     15:35     18:14     19:26
23/10/2019     05:06     06:15     12:15     15:35     18:14     19:25
24/10/2019     05:06     06:15     12:14     15:35     18:13     19:25

25/10/2019     05:06     06:15     12:14     15:35     18:13     19:25
26/10/2019     05:06     06:16     12:14     15:35     18:13     19:25
27/10/2019     05:06     06:16     12:14     15:35     18:12     19:24
28/10/2019     05:06     06:16     12:14     15:35     18:12     19:24
29/10/2019     05:06     06:16     12:14     15:35     18:12     19:24

30/10/2019     05:06     06:16     12:14     15:35     18:11     19:24
31/10/2019     05:06     06:16     12:14     15:35     18:11     19:24
01/11/2019     05:06     06:16     12:14     15:35     18:11     19:23
02/11/2019     05:06     06:17     12:14     15:35     18:11     19:23
03/11/2019     05:06     06:17     12:14     15:35     18:11     19:23

04/11/2019     05:06     06:17     12:14     15:35     18:10     19:23
05/11/2019     05:07     06:17     12:14     15:35     18:10     19:23
06/11/2019     05:07     06:17     12:14     15:35     18:10     19:23
07/11/2019     05:07     06:18     12:14     15:35     18:10     19:23
08/11/2019     05:07     06:18     12:14     15:35     18:10     19:23

09/11/2019     05:07     06:18     12:14     15:35     18:10     19:23
10/11/2019     05:07     06:18     12:14     15:35     18:10     19:23
11/11/2019     05:07     06:19     12:14     15:35     18:09     19:23
12/11/2019     05:08     06:19     12:14     15:35     18:09     19:23
13/11/2019     05:08     06:19     12:14     15:35     18:09     19:23

14/11/2019     05:08     06:20     12:15     15:36     18:09     19:23
15/11/2019     05:08     06:20     12:15     15:36     18:09     19:23
16/11/2019     05:08     06:20     12:15     15:36     18:09     19:23
17/11/2019     05:09     06:21     12:15     15:36     18:09     19:23
18/11/2019     05:09     06:21     12:15     15:36     18:09     19:24

19/11/2019     05:09     06:21     12:15     15:36     18:09     19:24
20/11/2019     05:10     06:22     12:16     15:36     18:10     19:24
21/11/2019     05:10     06:22     12:16     15:37     18:10     19:24
22/11/2019     05:10     06:23     12:16     15:37     18:10     19:24
23/11/2019     05:10     06:23     12:16     15:37     18:10     19:25

24/11/2019     05:11     06:23     12:17     15:37     18:10     19:25
25/11/2019     05:11     06:24     12:17     15:38     18:10     19:25
26/11/2019     05:11     06:24     12:17     15:38     18:10     19:25
27/11/2019     05:12     06:25     12:18     15:38     18:11     19:26
28/11/2019     05:12     06:25     12:18     15:38     18:11     19:26

29/11/2019     05:13     06:26     12:18     15:39     18:11     19:26
30/11/2019     05:13     06:26     12:19     15:39     18:11     19:27
01/12/2019     05:13     06:27     12:19     15:39     18:11     19:27
02/12/2019     05:14     06:27     12:19     15:40     18:12     19:27
03/12/2019     05:14     06:28     12:20     15:40     18:12     19:28

04/12/2019     05:15     06:28     12:20     15:40     18:12     19:28
05/12/2019     05:15     06:29     12:21     15:41     18:13     19:28
06/12/2019     05:15     06:29     12:21     15:41     18:13     19:29
07/12/2019     05:16     06:30     12:21     15:41     18:13     19:29
08/12/2019     05:16     06:30     12:22     15:42     18:14     19:30

09/12/2019     05:17     06:31     12:22     15:42     18:14     19:30
10/12/2019     05:17     06:31     12:23     15:43     18:14     19:30
11/12/2019     05:18     06:32     12:23     15:43     18:15     19:31
12/12/2019     05:18     06:32     12:24     15:44     18:15     19:31
13/12/2019     05:19     06:33     12:24     15:44     18:16     19:32

14/12/2019     05:19     06:33     12:25     15:44     18:16     19:32
15/12/2019     05:20     06:34     12:25     15:45     18:17     19:33
16/12/2019     05:20     06:34     12:26     15:45     18:17     19:33
17/12/2019     05:21     06:35     12:26     15:46     18:17     19:34
18/12/2019     05:21     06:35     12:27     15:46     18:18     19:34

19/12/2019     05:22     06:36     12:27     15:47     18:18     19:35
20/12/2019     05:22     06:36     12:28     15:47     18:19     19:35
21/12/2019     05:23     06:37     12:28     15:48     18:19     19:36
22/12/2019     05:23     06:37     12:29     15:48     18:20     19:36
23/12/2019     05:24     06:38     12:29     15:49     18:20     19:37

24/12/2019     05:24     06:38     12:30     15:49     18:21     19:37
25/12/2019     05:25     06:39     12:30     15:50     18:21     19:38
26/12/2019     05:25     06:39     12:31     15:50     18:22     19:38
27/12/2019     05:26     06:40     12:31     15:51     18:22     19:39
28/12/2019     05:26     06:40     12:32     15:51     18:23     19:39

29/12/2019     05:27     06:41     12:32     15:52     18:24     19:40
30/12/2019     05:27     06:41     12:33     15:52     18:24     19:40
31/12/2019     05:28     06:41     12:33     15:53     18:25     19:41
01/01/2020     05:28     06:42     12:33     15:53     18:25     19:41
02/01/2020     05:28     06:42     12:34     15:54     18:26     19:42

03/01/2020     05:29     06:43     12:34     15:54     18:26     19:42
04/01/2020     05:29     06:43     12:35     15:55     18:27     19:43
05/01/2020     05:30     06:43     12:35     15:55     18:27     19:43
06/01/2020     05:30     06:44     12:36     15:56     18:28     19:44
07/01/2020     05:31     06:44     12:36     15:56     18:28     19:44

08/01/2020     05:31     06:45     12:37     15:57     18:29     19:44
09/01/2020     05:31     06:45     12:37     15:57     18:29     19:45
10/01/2020     05:32     06:45     12:37     15:58     18:30     19:45
11/01/2020     05:32     06:45     12:38     15:58     18:30     19:46
12/01/2020     05:33     06:46     12:38     15:59     18:31     19:46

13/01/2020     05:33     06:46     12:39     15:59     18:31     19:47
14/01/2020     05:33     06:46     12:39     15:59     18:32     19:47
15/01/2020     05:34     06:47     12:39     16:00     18:32     19:47
16/01/2020     05:34     06:47     12:40     16:00     18:33     19:48
17/01/2020     05:34     06:47     12:40     16:01     18:33     19:48

18/01/2020     05:34     06:47     12:40     16:01     18:34     19:48
19/01/2020     05:35     06:47     12:41     16:01     18:34     19:49
20/01/2020     05:35     06:48     12:41     16:02     18:35     19:49
21/01/2020     05:35     06:48     12:41     16:02     18:35     19:50
22/01/2020     05:35     06:48     12:42     16:02     18:35     19:50

23/01/2020     05:36     06:48     12:42     16:03     18:36     19:50
24/01/2020     05:36     06:48     12:42     16:03     18:36     19:50
25/01/2020     05:36     06:48     12:42     16:03     18:37     19:51
26/01/2020     05:36     06:48     12:43     16:04     18:37     19:51
27/01/2020     05:36     06:48     12:43     16:04     18:37     19:51

28/01/2020     05:37     06:48     12:43     16:04     18:38     19:52
29/01/2020     05:37     06:48     12:43     16:04     18:38     19:52
30/01/2020     05:37     06:48     12:43     16:05     18:39     19:52
31/01/2020     05:37     06:48     12:44     16:05     18:39     19:52
01/02/2020     05:37     06:48     12:44     16:05     18:39     19:53

02/02/2020     05:37     06:48     12:44     16:05     18:40     19:53
03/02/2020     05:37     06:48     12:44     16:05     18:40     19:53
04/02/2020     05:37     06:48     12:44     16:05     18:40     19:53
05/02/2020     05:37     06:48     12:44     16:05     18:40     19:53
06/02/2020     05:37     06:48     12:44     16:06     18:41     19:54

07/02/2020     05:37     06:48     12:44     16:06     18:41     19:54
08/02/2020     05:37     06:48     12:44     16:06     18:41     19:54
09/02/2020     05:37     06:47     12:44     16:06     18:41     19:54
10/02/2020     05:37     06:47     12:44     16:06     18:42     19:54
11/02/2020     05:37     06:47     12:44     16:06     18:42     19:54

12/02/2020     05:37     06:47     12:44     16:06     18:42     19:54
13/02/2020     05:36     06:47     12:44     16:06     18:42     19:54
14/02/2020     05:36     06:46     12:44     16:06     18:43     19:55
15/02/2020     05:36     06:46     12:44     16:05     18:43     19:55
16/02/2020     05:36     06:46     12:44     16:05     18:43     19:55

17/02/2020     05:36     06:45     12:44     16:05     18:43     19:55
18/02/2020     05:36     06:45     12:44     16:05     18:43     19:55
19/02/2020     05:35     06:45     12:44     16:05     18:43     19:55
20/02/2020     05:35     06:45     12:44     16:05     18:43     19:55
21/02/2020     05:35     06:44     12:44     16:05     18:44     19:55

22/02/2020     05:35     06:44     12:44     16:04     18:44     19:55
23/02/2020     05:34     06:44     12:44     16:04     18:44     19:55
24/02/2020     05:34     06:43     12:43     16:04     18:44     19:55
25/02/2020     05:34     06:43     12:43     16:04     18:44     19:55
26/02/2020     05:33     06:42     12:43     16:03     18:44     19:55

27/02/2020     05:33     06:42     12:43     16:03     18:44     19:55
28/02/2020     05:33     06:42     12:43     16:03     18:44     19:55
29/02/2020     05:32     06:41     12:43     16:02     18:44     19:55
01/03/2020     05:32     06:41     12:42     16:02     18:44     19:55
02/03/2020     05:31     06:40     12:42     16:02     18:44     19:55

03/03/2020     05:31     06:40     12:42     16:01     18:44     19:55
04/03/2020     05:31     06:39     12:42     16:01     18:44     19:55
05/03/2020     05:30     06:39     12:42     16:00     18:44     19:55
06/03/2020     05:30     06:38     12:41     16:00     18:44     19:55
07/03/2020     05:29     06:38     12:41     15:59     18:44     19:55

08/03/2020     05:29     06:37     12:41     15:59     18:44     19:55
09/03/2020     05:28     06:37     12:41     15:58     18:44     19:55
10/03/2020     05:28     06:36     12:40     15:58     18:44     19:55
11/03/2020     05:27     06:36     12:40     15:57     18:44     19:55
12/03/2020     05:27     06:35     12:40     15:57     18:44     19:55

13/03/2020     05:26     06:35     12:40     15:56     18:44     19:55
14/03/2020     05:26     06:34     12:39     15:56     18:44     19:55
15/03/2020     05:25     06:34     12:39     15:55     18:44     19:55
16/03/2020     05:25     06:33     12:39     15:54     18:44     19:55
17/03/2020     05:24     06:33     12:38     15:54     18:44     19:55

18/03/2020     05:24     06:32     12:38     15:53     18:44     19:55
19/03/2020     05:23     06:32     12:38     15:53     18:44     19:55
20/03/2020     05:23     06:31     12:38     15:52     18:44     19:55
21/03/2020     05:22     06:31     12:37     15:51     18:44     19:55
22/03/2020     05:21     06:30     12:37     15:50     18:44     19:55

23/03/2020     05:21     06:29     12:37     15:50     18:44     19:55
24/03/2020     05:20     06:29     12:36     15:49     18:44     19:55
25/03/2020     05:20     06:28     12:36     15:48     18:44     19:54
26/03/2020     05:19     06:28     12:36     15:48     18:44     19:54
27/03/2020     05:19     06:27     12:35     15:47     18:44     19:54

28/03/2020     05:18     06:27     12:35     15:46     18:44     19:54
29/03/2020     05:17     06:26     12:35     15:45     18:44     19:54
30/03/2020     05:17     06:26     12:35     15:45     18:44     19:54
31/03/2020     05:16     06:25     12:34     15:44     18:44     19:54
01/04/2020     05:16     06:25     12:34     15:43     18:43     19:54

02/04/2020     05:15     06:24     12:34     15:42     18:43     19:55
03/04/2020     05:14     06:23     12:33     15:41     18:43     19:55
04/04/2020     05:14     06:23     12:33     15:40     18:43     19:55
05/04/2020     05:13     06:22     12:33     15:40     18:43     19:55
06/04/2020     05:13     06:22     12:32     15:39     18:43     19:55

07/04/2020     05:12     06:21     12:32     15:38     18:43     19:55
08/04/2020     05:11     06:21     12:32     15:37     18:43     19:55
09/04/2020     05:11     06:20     12:32     15:36     18:43     19:55
10/04/2020     05:10     06:20     12:31     15:35     18:43     19:55
11/04/2020     05:10     06:19     12:31     15:34     18:43     19:55

12/04/2020     05:09     06:19     12:31     15:34     18:43     19:55
13/04/2020     05:08     06:18     12:31     15:34     18:43     19:55
14/04/2020     05:08     06:18     12:30     15:34     18:43     19:55
15/04/2020     05:07     06:17     12:30     15:35     18:43     19:55
16/04/2020     05:07     06:17     12:30     15:35     18:43     19:55

17/04/2020     05:06     06:16     12:30     15:36     18:43     19:55
18/04/2020     05:06     06:16     12:29     15:36     18:43     19:56
19/04/2020     05:05     06:15     12:29     15:37     18:43     19:56
20/04/2020     05:04     06:15     12:29     15:37     18:43     19:56
21/04/2020     05:04     06:14     12:29     15:38     18:43     19:56

22/04/2020     05:03     06:14     12:29     15:38     18:43     19:56
23/04/2020     05:03     06:14     12:28     15:39     18:43     19:56
24/04/2020     05:02     06:13     12:28     15:39     18:43     19:57
25/04/2020     05:02     06:13     12:28     15:40     18:43     19:57
26/04/2020     05:01     06:12     12:28     15:40     18:44     19:57

27/04/2020     05:01     06:12     12:28     15:41     18:44     19:57
28/04/2020     05:00     06:12     12:28     15:41     18:44     19:57
29/04/2020     05:00     06:11     12:27     15:41     18:44     19:58
30/04/2020     04:59     06:11     12:27     15:42     18:44     19:58
01/05/2020     04:59     06:11     12:27     15:42     18:44     19:58

02/05/2020     04:58     06:10     12:27     15:43     18:44     19:58
03/05/2020     04:58     06:10     12:27     15:43     18:44     19:58
04/05/2020     04:58     06:10     12:27     15:44     18:44     19:59
05/05/2020     04:57     06:09     12:27     15:44     18:44     19:59
06/05/2020     04:57     06:09     12:27     15:44     18:45     19:59

07/05/2020     04:56     06:09     12:27     15:45     18:45     19:59
08/05/2020     04:56     06:09     12:27     15:45     18:45     20:00
09/05/2020     04:56     06:08     12:27     15:45     18:45     20:00
10/05/2020     04:55     06:08     12:27     15:46     18:45     20:00
11/05/2020     04:55     06:08     12:27     15:46     18:45     20:01

12/05/2020     04:55     06:08     12:27     15:47     18:45     20:01
13/05/2020     04:54     06:08     12:27     15:47     18:46     20:01
14/05/2020     04:54     06:07     12:27     15:47     18:46     20:02
15/05/2020     04:54     06:07     12:27     15:48     18:46     20:02
16/05/2020     04:53     06:07     12:27     15:48     18:46     20:02

17/05/2020     04:53     06:07     12:27     15:48     18:46     20:03
18/05/2020     04:53     06:07     12:27     15:49     18:47     20:03
19/05/2020     04:53     06:07     12:27     15:49     18:47     20:03
20/05/2020     04:52     06:07     12:27     15:50     18:47     20:04
21/05/2020     04:52     06:06     12:27     15:50     18:47     20:04

22/05/2020     04:52     06:06     12:27     15:50     18:48     20:04
23/05/2020     04:52     06:06     12:27     15:51     18:48     20:05
24/05/2020     04:52     06:06     12:27     15:51     18:48     20:05
25/05/2020     04:51     06:06     12:27     15:51     18:48     20:05
26/05/2020     04:51     06:06     12:27     15:52     18:48     20:06

27/05/2020     04:51     06:06     12:27     15:52     18:49     20:06
28/05/2020     04:51     06:06     12:28     15:52     18:49     20:06
29/05/2020     04:51     06:06     12:28     15:53     18:49     20:07
30/05/2020     04:51     06:06     12:28     15:53     18:49     20:07
31/05/2020     04:51     06:06     12:28     15:53     18:50     20:07

01/06/2020     04:51     06:06     12:28     15:54     18:50     20:08
02/06/2020     04:51     06:06     12:28     15:54     18:50     20:08
03/06/2020     04:51     06:06     12:28     15:54     18:51     20:08
04/06/2020     04:51     06:06     12:29     15:55     18:51     20:09
05/06/2020     04:51     06:07     12:29     15:55     18:51     20:09

06/06/2020     04:51     06:07     12:29     15:55     18:51     20:09
07/06/2020     04:51     06:07     12:29     15:56     18:52     20:10
08/06/2020     04:51     06:07     12:29     15:56     18:52     20:10
09/06/2020     04:51     06:07     12:30     15:56     18:52     20:10
10/06/2020     04:51     06:07     12:30     15:57     18:52     20:11

11/06/2020     04:51     06:07     12:30     15:57     18:53     20:11
12/06/2020     04:51     06:07     12:30     15:57     18:53     20:11
13/06/2020     04:51     06:08     12:30     15:57     18:53     20:12
14/06/2020     04:52     06:08     12:31     15:58     18:53     20:12
15/06/2020     04:52     06:08     12:31     15:58     18:54     20:12

16/06/2020     04:52     06:08     12:31     15:58     18:54     20:12
17/06/2020     04:52     06:08     12:31     15:59     18:54     20:13
18/06/2020     04:52     06:09     12:31     15:59     18:54     20:13
19/06/2020     04:52     06:09     12:32     15:59     18:55     20:13
20/06/2020     04:53     06:09     12:32     15:59     18:55     20:13

21/06/2020     04:53     06:09     12:32     15:59     18:55     20:14
22/06/2020     04:53     06:09     12:32     16:00     18:55     20:14
23/06/2020     04:53     06:10     12:33     16:00     18:55     20:14
24/06/2020     04:54     06:10     12:33     16:00     18:56     20:14
25/06/2020     04:54     06:10     12:33     16:00     18:56     20:14

26/06/2020     04:54     06:10     12:33     16:00     18:56     20:15
27/06/2020     04:54     06:11     12:33     16:01     18:56     20:15
28/06/2020     04:55     06:11     12:34     16:01     18:56     20:15
29/06/2020     04:55     06:11     12:34     16:01     18:56     20:15
30/06/2020     04:55     06:11     12:34     16:01     18:57     20:15

01/07/2020     04:55     06:12     12:34     16:01     18:57     20:15
02/07/2020     04:56     06:12     12:34     16:01     18:57     20:15
03/07/2020     04:56     06:12     12:35     16:01     18:57     20:15
04/07/2020     04:56     06:12     12:35     16:01     18:57     20:15
05/07/2020     04:57     06:13     12:35     16:01     18:57     20:15

06/07/2020     04:57     06:13     12:35     16:01     18:57     20:15
07/07/2020     04:57     06:13     12:35     16:01     18:57     20:15
08/07/2020     04:58     06:13     12:35     16:01     18:57     20:15
09/07/2020     04:58     06:13     12:35     16:01     18:57     20:15
10/07/2020     04:58     06:14     12:36     16:01     18:57     20:15

11/07/2020     04:59     06:14     12:36     16:01     18:57     20:15
12/07/2020     04:59     06:14     12:36     16:01     18:57     20:15
13/07/2020     04:59     06:14     12:36     16:01     18:57     20:15
14/07/2020     05:00     06:15     12:36     16:01     18:57     20:15
15/07/2020     05:00     06:15     12:36     16:01     18:57     20:15

16/07/2020     05:00     06:15     12:36     16:01     18:57     20:14
17/07/2020     05:01     06:15     12:36     16:01     18:57     20:14
18/07/2020     05:01     06:16     12:36     16:00     18:57     20:14
19/07/2020     05:01     06:16     12:37     16:00     18:57     20:14
20/07/2020     05:01     06:16     12:37     16:00     18:57     20:14

21/07/2020     05:02     06:16     12:37     16:00     18:57     20:14
22/07/2020     05:02     06:16     12:37     16:00     18:57     20:13
23/07/2020     05:02     06:17     12:37     15:59     18:57     20:13
24/07/2020     05:03     06:17     12:37     15:59     18:57     20:13
25/07/2020     05:03     06:17     12:37     15:59     18:56     20:12

26/07/2020     05:03     06:17     12:37     15:58     18:56     20:12
27/07/2020     05:04     06:17     12:37     15:58     18:56     20:12
28/07/2020     05:04     06:17     12:37     15:58     18:56     20:12
29/07/2020     05:04     06:18     12:37     15:57     18:56     20:11
30/07/2020     05:04     06:18     12:37     15:57     18:55     20:11

31/07/2020     05:05     06:18     12:37     15:56     18:55     20:10
01/08/2020     05:05     06:18     12:36     15:56     18:55     20:10
02/08/2020     05:05     06:18     12:36     15:55     18:55     20:10
03/08/2020     05:05     06:18     12:36     15:55     18:54     20:09
04/08/2020     05:06     06:18     12:36     15:54     18:54     20:09

05/08/2020     05:06     06:18     12:36     15:54     18:54     20:08
06/08/2020     05:06     06:18     12:36     15:53     18:53     20:08
07/08/2020     05:06     06:19     12:36     15:53     18:53     20:07
08/08/2020     05:06     06:19     12:36     15:52     18:53     20:07
09/08/2020     05:07     06:19     12:36     15:51     18:52     20:07

10/08/2020     05:07     06:19     12:35     15:51     18:52     20:06
11/08/2020     05:07     06:19     12:35     15:50     18:52     20:06
12/08/2020     05:07     06:19     12:35     15:49     18:51     20:05
13/08/2020     05:07     06:19     12:35     15:48     18:51     20:04
14/08/2020     05:07     06:19     12:35     15:48     18:50     20:04

15/08/2020     05:08     06:19     12:35     15:47     18:50     20:03
16/08/2020     05:08     06:19     12:34     15:46     18:50     20:03
17/08/2020     05:08     06:19     12:34     15:45     18:49     20:02
18/08/2020     05:08     06:19     12:34     15:44     18:49     20:02
19/08/2020     05:08     06:19     12:34     15:44     18:48     20:01

20/08/2020     05:08     06:19     12:33     15:43     18:48     20:01
21/08/2020     05:08     06:19     12:33     15:42     18:47     20:00
22/08/2020     05:08     06:19     12:33     15:41     18:47     19:59
23/08/2020     05:08     06:19     12:33     15:40     18:46     19:59
24/08/2020     05:09     06:19     12:32     15:39     18:46     19:58

25/08/2020     05:09     06:19     12:32     15:38     18:45     19:58
26/08/2020     05:09     06:19     12:32     15:37     18:45     19:57
27/08/2020     05:09     06:19     12:32     15:36     18:44     19:56
28/08/2020     05:09     06:19     12:31     15:35     18:44     19:56
29/08/2020     05:09     06:19     12:31     15:33     18:43     19:55

30/08/2020     05:09     06:19     12:31     15:34     18:43     19:54
31/08/2020     05:09     06:18     12:30     15:34     18:42     19:54
=======================================================================

* Remarks:-
- Date format: dd/mm/yyyy.
- The Symbol '*' before the date, refers to Summer Time.
- Fajer: Beginning of Astronomical Twilight.
- Shuroq: Sunrise.
- Dhohur: Transit of Sun.
- Maghreb: Sunset.
- Isha: End of Astronomical Twilight.
- ----: There is no event.
- Up: The Sun is always above horizon.
- Down: The Sun is always below horizon.
- Bright: The sky is always bright.
- Dark: The sky is always dark.
